instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I balance my own needs with the needs of others.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I have healthy boundaries.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,300.4008,301.4482,,,,,,,,,,,,,,,,,,297.6494,300.4008,3,0,7,7,25,1,22,11,2.7349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,304.1332,305.1813,,,,,,,,,,,,,,,,,,301.4493,304.133,4,0,8,8,13,1,40,8,2.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,307.9511,308.9974,,,,,,,,,,,,,,,,,,305.183,307.951,2,0,9,9,28,1,26,13,2.7515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,311.2339,312.2815,,,,,,,,,,,,,,,,,,308.999,311.2338,4,0,10,10,35,1,32,8,2.2187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,314.5338,315.5817,,,,,,,,,,,,,,,,,,312.2829,314.5337,3,0,11,11,14,1,26,16,2.2349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,318.1502,319.1975,,,,,,,,,,,,,,,,,,315.5829,318.1502,2,0,12,12,3,1,10,19,2.5516,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,322.2156,323.2647,,,,,,,,,,,,,,,,,,319.1992,322.2153,,0,13,13,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,325.2009,326.249,,,,,,,,,,,,,,,,,,323.2662,325.2009,3,0,14,14,26,1,16,8,1.9191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,327.9508,328.9986,,,,,,,,,,,,,,,,,,326.2502,327.9508,4,0,15,15,16,1,36,14,1.6855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,330.7508,331.798,,,,,,,,,,,,,,,,,,328.9998,330.7507,3,0,16,16,4,1,24,12,1.7357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,333.5829,334.6313,,,,,,,,,,,,,,,,,,331.7994,333.5829,4,0,17,17,5,1,38,7,1.7683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,336.5023,337.548,,,,,,,,,,,,,,,,,,334.6332,336.5023,3,0,18,18,30,1,20,10,1.8551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,339.3501,340.3983,,,,,,,,,,,,,,,,,,337.5495,339.3501,3,0,19,19,19,1,32,18,1.785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,342.0668,343.1145,,,,,,,,,,,,,,,,,,340.3995,342.0668,2,0,20,20,1,1,14,9,1.6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,345.0513,346.099,,,,,,,,,,,,,,,,,,343.1157,345.0512,1,0,21,21,6,1,16,20,1.9173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,347.8991,348.9482,,,,,,,,,,,,,,,,,,346.0995,347.8991,3,0,22,22,41,1,22,13,1.7853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,350.6325,351.6813,,,,,,,,,,,,,,,,,,348.9487,350.6325,3,0,23,23,8,1,34,15,1.6682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,354.1661,355.215,,,,,,,,,,,,,,,,,,351.6817,354.166,4,0,24,24,21,1,28,12,2.4686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,357.1669,358.2144,,,,,,,,,,,,,,,,,,355.2166,357.1668,4,0,25,25,38,1,34,7,1.9354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,359.8008,360.848,,,,,,,,,,,,,,,,,,358.2156,359.8007,3,0,26,26,11,1,30,11,1.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,362.5508,363.5981,,,,,,,,,,,,,,,,,,360.849,362.5508,4,0,27,27,40,1,40,18,1.686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,365.434,366.4819,,,,,,,,,,,,,,,,,,363.5996,365.4339,4,0,28,28,24,1,40,16,1.8185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,367.9836,369.031,,,,,,,,,,,,,,,,,,366.483,367.9835,3,0,29,29,37,1,28,16,1.485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,371.4001,372.4478,,,,,,,,,,,,,,,,,,369.0325,371.4001,2,0,30,30,31,1,14,17,2.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,374.7996,375.8482,,,,,,,,,,,,,,,,,,372.449,374.7995,3,0,31,31,32,1,36,20,2.3343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,378.0669,379.1144,,,,,,,,,,,,,,,,,,375.8494,378.0669,4,0,32,32,42,1,16,6,2.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,380.8836,381.9322,,,,,,,,,,,,,,,,,,379.1158,380.8836,4,0,33,33,2,1,32,6,1.7517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,384.1672,385.216,,,,,,,,,,,,,,,,,,381.9333,384.1672,4,0,34,34,22,1,34,19,2.2184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17971,001,30,w,2026-06-27_17h19.39.860,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,387.4169,388.4649,,,,,,,,,,,,,,,,,,385.2167,387.4169,3,0,35,35,23,1,12,6,2.1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
