instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,112.166,113.217,,,,,,,,,,,,,,,,,,111.483,112.166,4,0.665,,0,37,37,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,113.966,115.016,,,,,,,,,,,,,,,,,,113.217,113.966,4,0.729,,0,38,38,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,115.599,116.65,,,,,,,,,,,,,,,,,,115.016,115.599,4,0.568,,0,39,39,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,117.099,118.149,,,,,,,,,,,,,,,,,,116.65,117.099,1,0.432,,0,40,40,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,118.349,119.399,,,,,,,,,,,,,,,,,,118.149,118.349,1,0.18,,0,41,41,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,119.75,120.799,,,,,,,,,,,,,,,,,,119.4,119.75,1,0.334,,0,42,42,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.799,122.732,space,1.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,122.732,123.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,124.932,125.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.785,124.932,3,1.116,,0,0,0,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,126.35,127.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.983,126.35,1,0.347,,0,1,1,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,127.633,128.683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.399,127.633,4,0.22,,0,2,2,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,129.349,130.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.683,129.349,1,0.647,,0,3,3,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,131.132,132.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.4,131.132,1,0.714,,0,4,4,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,132.682,133.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.182,132.682,1,0.492,,0,5,5,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,134.266,135.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.732,134.266,1,0.515,,0,6,6,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,136.216,137.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.317,136.216,4,0.883,,0,7,7,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,138.232,139.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.267,138.232,3,0.948,,0,8,8,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,140.216,141.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.283,140.216,1,0.916,,0,9,9,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,142.25,143.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.266,142.25,1,0.963,,0,10,10,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,144.149,145.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.299,144.149,1,0.829,,0,11,11,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,146.266,147.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.2,146.266,4,1.051,,0,12,12,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,148.966,150.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.316,148.966,4,1.629,,0,13,13,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,150.65,151.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.015,150.65,4,0.612,,0,14,14,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,151.765,152.815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.699,151.765,4,0.052,,0,15,15,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,153.499,154.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.815,153.499,1,0.674,,0,16,16,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,155.633,156.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.549,155.633,3,1.068,,0,17,17,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,156.998,158.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.682,156.998,4,0.299,,0,18,18,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,158.366,159.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.049,158.366,2,0.297,,0,19,19,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,159.698,160.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.416,159.698,1,0.268,,0,20,20,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,160.998,162.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.748,160.998,2,0.241,,0,21,21,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,162.499,163.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.049,162.498,4,0.435,,0,22,22,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,163.915,164.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.549,163.915,2,0.347,,0,23,23,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,165.366,166.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.966,165.366,4,0.381,,0,24,24,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,166.715,167.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.416,166.715,4,0.28,,0,25,25,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,168.165,169.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.766,168.165,2,0.385,,0,26,26,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,169.598,170.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.215,169.598,4,0.371,,0,27,27,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,171.099,172.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.649,171.098,4,0.435,,0,28,28,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,172.533,173.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.149,172.533,4,0.362,,0,29,29,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,174.099,175.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.583,174.099,4,0.499,,0,30,30,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,175.799,176.848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.149,175.799,4,0.629,,0,31,31,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,177.532,178.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.849,177.532,4,0.662,,0,32,32,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,178.732,179.783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.581,178.732,4,0.142,,0,33,33,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,180.115,181.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.783,180.115,2,0.313,,0,34,34,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,181.482,182.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.165,181.482,4,0.301,,0,35,35,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,182.565,183.615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.532,182.565,1,0.016,,0,36,36,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,183.932,184.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.615,183.932,4,0.305,,0,37,37,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,185.282,186.331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.982,185.282,2,0.285,,0,38,38,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,186.798,187.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.331,186.798,4,0.454,,0,39,39,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,188.265,189.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.849,188.265,4,0.399,,0,40,40,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,189.598,190.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.315,189.598,4,0.268,,0,41,41,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,191.315,192.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.649,191.315,4,0.646,,0,42,42,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.366,195.815,space,3.417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,195.815,196.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,197.749,198.799,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.868,197.749,2,0.85,,0,0,0,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,199.316,200.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.799,199.316,1,0.496,,0,1,1,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,200.815,201.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.365,200.815,2,0.435,,0,2,2,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,203.865,204.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.865,203.865,2,1.977,,0,3,3,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,206.415,207.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.916,206.415,2,1.479,,0,4,4,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,207.982,209.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.465,207.982,2,0.507,,0,5,5,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,210.298,211.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.032,210.298,2,1.252,,0,6,6,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,212.697,213.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.348,212.697,2,1.341,,0,7,7,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16666,001,22,m,2026-06-24_14h52.21.915,Mixed_Gamble_Task,2026.1.3,MacIntel,66.66666667,,,,,,,,,,,215.048,216.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.748,215.048,2,1.281,,0,8,8,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
