instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,230.853,231.901,,,,,,,,,,,,,,,,227.844,230.853,,0,39,39,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,234.905,235.951,,,,,,,,,,,,,,,,231.901,234.905,,0,40,40,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,238.964,240.005,,,,,,,,,,,,,,,,235.952,238.964,,0,41,41,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,243.013,244.058,,,,,,,,,,,,,,,,240.005,243.013,,0,42,42,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.059,249.822,space,5.733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,249.823,250.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,253.875,254.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.868,253.875,,0,0,0,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,257.94,258.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.926,257.94,,0,1,1,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,262.003,263.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.985,262.003,,0,2,2,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,266.061,267.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.056,266.061,,0,3,3,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,270.122,271.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.114,270.122,,0,4,4,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,274.176,275.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.175,274.176,,0,5,5,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,278.238,279.284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.225,278.238,,0,6,6,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,282.303,283.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.284,282.303,,0,7,7,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,286.364,287.402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.346,286.364,,0,8,8,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,290.416,291.459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.402,290.416,,0,9,9,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,294.468,295.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.459,294.468,,0,10,10,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,298.519,299.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.507,298.519,,0,11,11,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,302.557,303.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.555,302.557,,0,12,12,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,306.609,307.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.6,306.609,,0,13,13,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,310.66,311.702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.647,310.66,,0,14,14,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,314.711,315.753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.703,314.711,,0,15,15,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,318.772,319.814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.753,318.772,,0,16,16,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,322.827,323.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.814,322.827,,0,17,17,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,326.88,327.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.87,326.88,,0,18,18,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,330.941,331.991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.935,330.941,,0,19,19,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,335.001,336.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.991,335.001,,0,20,20,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,339.065,340.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.051,339.065,,0,21,21,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,343.105,344.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.104,343.105,,0,22,22,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,347.161,348.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.151,347.161,,0,23,23,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,351.211,352.255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.206,351.211,,0,24,24,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,355.257,356.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.256,355.257,,0,25,25,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,359.317,360.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.299,359.317,,0,26,26,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,363.377,364.426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.365,363.377,,0,27,27,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,367.428,368.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.426,367.428,,0,28,28,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,371.485,372.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.482,371.485,,0,29,29,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,375.546,376.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372.537,375.546,,0,30,30,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,379.595,380.649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.583,379.595,,0,31,31,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,382.577,383.622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.65,382.577,4,0,32,32,30,1,22,7,1.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,383.975,385.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.623,383.974,3,0,33,33,11,1,34,17,0.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,385.353,386.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.017,385.353,2,0,34,34,35,1,20,19,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,386.772,387.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.4,386.772,3,0,35,35,3,1,20,15,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,388.152,389.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.813,388.152,2,0,36,36,12,1,12,12,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,389.712,390.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.195,389.712,1,0,37,37,15,1,16,10,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,391.095,392.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.756,391.095,4,0,38,38,33,1,26,5,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,392.498,393.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,392.158,392.498,3,0,39,39,9,1,18,5,0.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,393.999,395.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.549,393.999,2,0,40,40,31,1,16,12,0.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,395.612,396.661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395.051,395.612,1,0,41,41,17,1,26,15,0.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,396.898,397.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,396.662,396.898,3,0,42,42,7,1,24,8,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.954,400.173,space,2.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,400.173,401.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,402.147,403.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.223,402.147,4,0.894,,0,0,0,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,403.681,404.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.197,403.681,3,0.465,,0,1,1,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,405.193,406.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404.722,405.193,2,0.45,,0,2,2,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,406.618,407.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.237,406.618,4,0.369,,0,3,3,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,408.017,409.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,407.673,408.017,1,0.334,,0,4,4,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,409.327,410.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.066,409.327,3,0.243,,0,5,5,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,410.66,411.714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410.377,410.66,2,0.263,,0,6,6,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,412.019,413.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.714,412.019,2,0.286,,0,7,7,6,1,26,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,413.363,414.409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,413.061,413.363,4,0.283,,0,8,8,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,414.712,415.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,414.409,414.712,4,0.283,,0,9,9,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,415.959,417.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.753,415.959,4,0.187,,0,10,10,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18265,001,25,w,2026-07-07_20h26.18.762,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,417.321,418.362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.014,417.321,3,0.29,,0,11,11,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
