instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I have healthy boundaries.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,175.039,176.092,,,,,,,,,,,,,,,,,,173.789,175.039,1,1.234,,0,37,37,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,177.405,178.455,,,,,,,,,,,,,,,,,,176.092,177.405,4,1.299,,0,38,38,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,179.689,180.742,,,,,,,,,,,,,,,,,,178.456,179.689,1,1.222,,0,39,39,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,183.189,184.239,,,,,,,,,,,,,,,,,,180.743,183.189,3,2.436,,0,40,40,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,185.906,186.955,,,,,,,,,,,,,,,,,,184.24,185.906,3,1.655,,0,41,41,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,189.022,190.072,,,,,,,,,,,,,,,,,,186.955,189.022,3,2.06,,0,42,42,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.073,199.289,space,9.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,199.289,200.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,201.372,202.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.343,201.372,4,0.991,,0,0,0,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,203.789,204.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.422,203.788,3,1.356,,0,1,1,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,206.088,207.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.838,206.088,1,1.242,,0,2,2,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,208.856,209.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.139,208.856,4,1.702,,0,3,3,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,211.722,212.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.905,211.722,2,1.798,,0,4,4,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,214.072,215.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.772,214.072,4,1.285,,0,5,5,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,217.905,218.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.121,217.905,2,2.77,,0,6,6,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,221.638,222.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.955,221.638,2,2.667,,0,7,7,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,224.073,225.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.688,224.073,1,1.369,,0,8,8,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,226.538,227.588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.121,226.538,3,1.402,,0,9,9,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,228.788,229.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.588,228.788,3,1.186,,0,10,10,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,231.455,232.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.838,231.455,4,1.601,,0,11,11,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,233.738,234.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.505,233.738,4,1.218,,0,12,12,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,236.205,237.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.788,236.205,2,1.402,,0,13,13,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,238.787,239.838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.255,238.787,1,1.522,,0,14,14,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,240.988,242.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.838,240.988,1,1.13,,0,15,15,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,243.771,244.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.038,243.771,3,1.716,,0,16,16,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,246.055,247.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.821,246.054,3,1.219,,0,17,17,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,248.471,249.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.104,248.471,3,1.351,,0,18,18,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,251.171,252.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.522,251.171,4,1.632,,0,19,19,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,253.238,254.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.221,253.238,4,1,,0,20,20,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,255.637,256.687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.287,255.637,3,1.334,,0,21,21,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,257.821,258.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.688,257.821,4,1.12,,0,22,22,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,259.738,260.787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.871,259.738,4,0.855,,0,23,23,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,262.288,263.338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.787,262.287,4,1.482,,0,24,24,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,264.288,265.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.339,264.287,4,0.932,,0,25,25,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,266.52,267.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.338,266.52,1,1.168,,0,26,26,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,268.387,269.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.57,268.387,4,0.802,,0,27,27,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,270.204,271.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.437,270.204,4,0.753,,0,28,28,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,272.404,273.453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.254,272.404,3,1.141,,0,29,29,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,275.204,276.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.454,275.204,1,1.745,,0,30,30,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,277.887,278.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.254,277.887,3,1.617,,0,31,31,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,280.971,282.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.937,280.97,4,2.016,,0,32,32,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,283.387,284.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.021,283.387,2,1.353,,0,33,33,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,285.337,286.386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.437,285.337,4,0.885,,0,34,34,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,288.47,289.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.387,288.47,2,2.069,,0,35,35,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,291.037,292.086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.522,291.037,3,1.505,,0,36,36,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,293.104,294.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.087,293.104,4,0.999,,0,37,37,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,295.103,296.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.154,295.103,4,0.939,,0,38,38,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,297.603,298.653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.153,297.603,3,1.435,,0,39,39,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,299.904,300.953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.654,299.903,3,1.241,,0,40,40,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,302.07,303.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.954,302.07,4,1.102,,0,41,41,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,304.753,305.803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.121,304.753,1,1.624,,0,42,42,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.804,311.72,space,5.889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,311.72,312.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,313.786,314.836,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.774,313.786,1,0.977,,0,0,0,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,315.836,316.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.837,315.836,1,0.986,,0,1,1,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,318.587,319.637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.887,318.587,2,1.683,,0,2,2,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,320.52,321.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.638,320.52,4,0.865,,0,3,3,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,322.77,323.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.57,322.77,2,1.184,,0,4,4,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,324.719,325.769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.82,324.719,4,0.893,,0,5,5,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,327.22,328.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.769,327.22,1,1.437,,0,6,6,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14662,001,20,w,2026-06-30_23h17.57.723,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,329.436,330.486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.27,329.436,1,1.15,,0,7,7,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
