instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,197.5867,198.6346,,,,,,,,,,,,,,,,,,196.1662,197.5866,3,1.404,,0,36,36,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,200.7039,201.7526,,,,,,,,,,,,,,,,,,198.6357,200.7038,3,2.0529,,0,37,37,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,203.6047,204.6497,,,,,,,,,,,,,,,,,,201.7536,203.6046,3,1.8367,,0,38,38,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,206.3208,207.3692,,,,,,,,,,,,,,,,,,204.6504,206.3208,1,1.6541,,0,39,39,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,209.0511,210.1008,,,,,,,,,,,,,,,,,,207.3702,209.051,4,1.6664,,0,40,40,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,211.5181,212.5677,,,,,,,,,,,,,,,,,,210.1015,211.518,3,1.4009,,0,41,41,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,213.9848,215.0328,,,,,,,,,,,,,,,,,,212.5685,213.9847,2,1.4008,,0,42,42,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.0337,220.704,space,5.6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,220.7041,221.7507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,223.6678,224.7119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.7567,223.6677,3,1.8711,,0,0,0,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,226.0507,227.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7138,226.0507,3,1.317,,0,1,1,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,229.4778,230.5268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.0942,229.4777,3,2.3566,,0,2,2,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,232.0473,233.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.5288,232.0473,1,1.4966,,0,3,3,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,236.1019,237.1527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.0931,236.1017,,,,0,4,4,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,238.7125,239.7591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.1539,238.7122,2,1.5376,,0,5,5,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,241.1873,242.2271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7597,241.1872,3,1.4034,,0,6,6,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,244.4859,245.5271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.2279,244.4857,3,2.2332,,0,7,7,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,247.0609,248.1006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5285,247.0608,1,1.5019,,0,8,8,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,249.3483,250.3934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.1014,249.3482,1,1.2318,,0,9,9,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,251.7338,252.7765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.3943,251.7337,1,1.3166,,0,10,10,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,254.7107,255.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.7774,254.7107,2,1.9087,,0,11,11,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,257.2357,258.2827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.7608,257.2355,1,1.4499,,0,12,12,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,259.6653,260.7159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.2834,259.6652,1,1.3659,,0,13,13,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,262.3695,263.4203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.7171,262.3694,1,1.6344,,0,14,14,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,265.8268,266.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.4209,265.8268,2,2.389,,0,15,15,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,269.1937,270.2514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8799,269.1937,4,2.2808,,0,16,16,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,272.1673,273.2116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.2523,272.1672,3,1.8995,,0,17,17,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,274.6504,275.7002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.2134,274.6501,1,1.4182,,0,18,18,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,277.5592,278.6102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.7011,277.5591,3,1.8409,,0,19,19,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,280.3593,281.4182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.6109,280.3592,4,1.719,,0,20,20,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,282.9509,284.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.4191,282.9509,2,1.5164,,0,21,21,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,286.2769,287.3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.0018,286.2768,3,2.2574,,0,22,22,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,288.909,289.9472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.315,288.9089,2,1.5722,,0,23,23,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,291.9759,293.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.9476,291.9758,2,2.004,,0,24,24,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,294.671,295.7169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.031,294.6709,3,1.6217,,0,25,25,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,297.0933,298.1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.7176,297.0933,3,1.3573,,0,26,26,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,299.7622,300.8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.1352,299.7621,3,1.6093,,0,27,27,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,302.2808,303.3276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.8198,302.2808,3,1.4467,,0,28,28,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,305.1319,306.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.3286,305.1318,3,1.7788,,0,29,29,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,307.6261,308.6848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.1779,307.6261,4,1.4256,,0,30,30,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,311.4846,312.5264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.6859,311.4846,2,2.7835,,0,31,31,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,313.8681,314.9165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.5277,313.868,2,1.3162,,0,32,32,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,316.3767,317.4157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.9178,316.3767,3,1.4376,,0,33,33,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,319.0348,320.076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.4161,319.0347,4,1.6027,,0,34,34,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,321.9007,322.9421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0771,321.9005,2,1.8001,,0,35,35,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,324.6175,325.6663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.9427,324.6173,2,1.6522,,0,36,36,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,327.3436,328.4005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.6671,327.3435,1,1.6553,,0,37,37,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,330.1274,331.1841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.4014,330.1273,3,1.7015,,0,38,38,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,332.8347,333.8769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.185,332.8346,2,1.6355,,0,39,39,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,336.7036,337.7424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8795,336.7035,3,2.8027,,0,40,40,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,339.4673,340.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.7433,339.4673,2,1.7,,0,41,41,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,341.5842,342.6283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.5205,341.5841,1,1.0497,,0,42,42,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.6292,346.6288,space,3.9647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,346.6295,347.6684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,349.9796,351.0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.6744,349.9788,1,2.2655,,0,0,0,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,353.0512,354.0941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.0287,353.0511,3,2.0004,,0,1,1,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,356.5509,357.5936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.0945,356.5508,2,2.4347,,0,2,2,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,359.6327,360.6854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.5953,359.6325,2,2.0152,,0,3,3,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,362.0193,363.0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.6862,362.0191,1,1.3163,,0,4,4,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,364.3007,365.3532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.061,364.3006,1,1.2168,,0,5,5,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17839,001,24,w,2026-06-29_20h12.54.151,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,366.6099,367.6499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.3544,366.6099,1,1.236,,0,6,6,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
