instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,184.65,185.691,,,,,,,,,,,,,,,,,,183.276,184.65,1,1.362,,0,36,36,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,187.482,188.523,,,,,,,,,,,,,,,,,,185.691,187.482,4,1.779,,0,37,37,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,189.916,190.956,,,,,,,,,,,,,,,,,,188.523,189.916,4,1.381,,0,38,38,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,192.298,193.338,,,,,,,,,,,,,,,,,,190.957,192.298,2,1.329,,0,39,39,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,194.464,195.505,,,,,,,,,,,,,,,,,,193.339,194.464,4,1.113,,0,40,40,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,196.528,197.57,,,,,,,,,,,,,,,,,,195.505,196.528,4,1.011,,0,41,41,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,198.613,199.653,,,,,,,,,,,,,,,,,,197.571,198.613,4,1.03,,0,42,42,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.654,208.276,space,8.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,208.276,209.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,212.334,213.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.323,212.333,,0,0,0,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,216.207,217.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.383,216.207,4,0,1,1,21,1,36,8,2.811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,218.373,219.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.248,218.373,4,0,2,2,40,1,32,12,1.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,220.256,221.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.414,220.256,4,0,3,3,1,1,26,9,0.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,222.522,223.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.297,222.522,1,0,4,4,6,1,10,13,1.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,225.071,226.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.563,225.071,3,0,5,5,41,1,18,15,1.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,227.436,228.478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.112,227.436,4,0,6,6,29,1,40,20,1.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,229.354,230.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.478,229.354,4,0,7,7,13,1,40,6,0.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,231.102,232.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.394,231.102,4,0,8,8,18,1,38,19,0.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,233.134,234.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.144,233.133,4,0,9,9,7,1,24,8,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,235.766,236.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.176,235.766,4,0,10,10,17,1,26,15,1.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,238.267,239.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.808,238.267,3,0,11,11,31,1,16,12,1.448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,241.149,242.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.308,241.149,4,0,12,12,32,1,30,13,1.828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,243.265,244.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.19,243.265,4,0,13,13,26,1,28,18,1.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,245.815,246.855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.307,245.815,1,0,14,14,12,1,12,12,1.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,248.897,249.938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.856,248.897,3,0,15,15,25,1,18,11,2.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,251.344,252.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.938,251.344,1,0,16,16,28,1,12,14,1.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,253.513,254.553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.387,253.513,3,0,17,17,42,1,28,8,1.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,255.845,256.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.553,255.845,4,0,18,18,5,1,36,16,1.278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,258.077,259.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.885,258.077,4,0,19,19,19,1,20,7,1.181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,260.225,261.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.118,260.225,4,0,20,20,14,1,22,18,1.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,262.592,263.633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.267,262.592,3,0,21,21,33,1,26,5,1.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,264.943,265.983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.633,264.943,3,0,22,22,20,1,14,11,1.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,267.191,268.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.984,267.191,4,0,23,23,23,1,24,6,1.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,269.422,270.464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.233,269.422,4,0,24,24,37,1,36,10,1.177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,271.488,272.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.465,271.488,4,0,25,25,11,1,34,17,1.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,274.222,275.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.531,274.222,4,0,26,26,39,1,24,16,1.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,276.088,277.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.263,276.088,4,0,27,27,2,1,38,11,0.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,278.504,279.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.13,278.504,3,0,28,28,15,1,16,10,1.363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,281.169,282.211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.545,281.169,4,0,29,29,16,1,30,5,1.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,283.103,284.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.211,283.103,4,0,30,30,27,1,34,9,0.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,286.652,287.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.144,286.652,3,0,31,31,4,1,14,7,2.495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,289.584,290.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.693,289.584,4,0,32,32,10,1,28,14,1.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,291.582,292.624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.626,291.582,3,0,33,33,35,1,20,19,0.944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,294.364,295.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.625,294.364,3,0,34,34,30,1,22,7,1.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,296.365,297.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.407,296.365,4,0,35,35,8,1,32,20,0.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,298.882,299.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.407,298.882,4,0,36,36,0,1,30,19,1.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,301.029,302.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.922,301.029,3,0,37,37,3,1,20,15,1.095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,303.213,304.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302.071,303.213,3,0,38,38,36,1,14,13,1.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,305.696,306.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.254,305.696,4,0,39,39,24,1,32,10,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,307.996,309.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306.737,307.996,1,0,40,40,22,1,10,17,1.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,310.492,311.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.036,310.492,3,0,41,41,38,1,10,5,1.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,312.444,313.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.536,312.444,4,0,42,42,34,1,38,17,0.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.485,315.628,space,2.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,315.628,316.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,318.476,319.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.672,318.476,4,1.774,,0,0,0,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,321.108,322.148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.516,321.108,1,1.579,,0,1,1,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,323.223,324.264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.149,323.223,4,1.061,,0,2,2,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,326.205,327.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.264,326.204,4,1.928,,0,3,3,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,328.105,329.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.247,328.105,4,0.847,,0,4,4,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,330.038,331.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.147,330.038,4,0.879,,0,5,5,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9214,001,26,w ,2026-07-06_19h05.13.250,Mixed_Gamble_Task,2026.1.3,MacIntel,47.61904762,,,,,,,,,,,332.486,333.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.079,332.486,4,1.395,,0,6,6,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
