instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,107.161,108.21,,,,,,,,,,,,,,,,105.177,107.161,2,1.971,,0,8,8,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,111.211,112.261,,,,,,,,,,,,,,,,108.21,111.211,,,,0,9,9,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,113.878,114.927,,,,,,,,,,,,,,,,112.262,113.878,1,1.602,,0,10,10,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,116.362,117.41,,,,,,,,,,,,,,,,114.927,116.362,1,1.419,,0,11,11,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,118.279,119.328,,,,,,,,,,,,,,,,117.411,118.279,2,0.855,,0,12,12,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,120.512,121.561,,,,,,,,,,,,,,,,119.328,120.512,2,1.166,,0,13,13,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,122.694,123.745,,,,,,,,,,,,,,,,121.561,122.694,1,1.125,,0,14,14,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,124.912,125.961,,,,,,,,,,,,,,,,123.746,124.912,1,1.152,,0,15,15,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,127.311,128.362,,,,,,,,,,,,,,,,125.962,127.311,1,1.337,,0,16,16,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,129.863,130.913,,,,,,,,,,,,,,,,128.362,129.863,1,1.486,,0,17,17,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,132.23,133.278,,,,,,,,,,,,,,,,130.913,132.23,2,1.302,,0,18,18,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,134.096,135.145,,,,,,,,,,,,,,,,133.279,134.096,1,0.804,,0,19,19,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,135.945,136.996,,,,,,,,,,,,,,,,135.145,135.945,1,0.793,,0,20,20,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,137.879,138.93,,,,,,,,,,,,,,,,136.997,137.879,2,0.866,,0,21,21,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,139.896,140.947,,,,,,,,,,,,,,,,138.93,139.895,1,0.953,,0,22,22,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,142.146,143.196,,,,,,,,,,,,,,,,140.947,142.146,1,1.188,,0,23,23,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,144.279,145.329,,,,,,,,,,,,,,,,143.197,144.279,1,1.067,,0,24,24,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,146.264,147.314,,,,,,,,,,,,,,,,145.33,146.264,1,0.918,,0,25,25,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,148.547,149.596,,,,,,,,,,,,,,,,147.314,148.547,1,1.22,,0,26,26,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,149.881,150.931,,,,,,,,,,,,,,,,149.597,149.881,1,0.268,,0,27,27,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,151.831,152.88,,,,,,,,,,,,,,,,150.931,151.831,1,0.889,,0,28,28,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,153.148,154.197,,,,,,,,,,,,,,,,152.88,153.147,1,0.253,,0,29,29,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,154.481,155.531,,,,,,,,,,,,,,,,154.197,154.481,1,0.27,,0,30,30,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,155.831,156.88,,,,,,,,,,,,,,,,155.531,155.831,1,0.282,,0,31,31,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,157.63,158.681,,,,,,,,,,,,,,,,156.88,157.63,1,0.734,,0,32,32,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,159.814,160.864,,,,,,,,,,,,,,,,158.681,159.814,1,1.121,,0,33,33,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,161.897,162.948,,,,,,,,,,,,,,,,160.864,161.897,1,1.021,,0,34,34,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,163.882,164.93,,,,,,,,,,,,,,,,162.948,163.882,2,0.918,,0,35,35,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,166.164,167.215,,,,,,,,,,,,,,,,164.931,166.164,1,1.22,,0,36,36,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17638,001,22,w,2026-07-05_21h55.55.360,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,168.448,169.498,,,,,,,,,,,,,,,,167.215,168.448,1,1.225,,0,37,37,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
