instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,43.161,44.21,42.794,43.161,3,0,6,6,1,1,18,9,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,44.694,45.744,44.211,44.694,1,0,7,7,8,1,10,8,0.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,45.994,47.044,45.744,45.994,3,0,8,8,5,1,20,10,0.242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,49.177,50.227,47.044,49.177,2,0,9,9,4,1,36,18,2.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,50.234,52.344,space,2.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,52.345,53.394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,53.829,54.877,,,,,,,,,,,,,,,,,,53.399,53.828,1,0.396,,0,0,0,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,55.111,56.16,,,,,,,,,,,,,,,,,,54.879,55.111,3,0.216,,0,1,1,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,56.294,57.344,,,,,,,,,,,,,,,,,,56.161,56.294,2,0.121,,0,2,2,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,57.644,58.693,,,,,,,,,,,,,,,,,,57.344,57.644,4,0.284,,0,3,3,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,58.911,59.961,,,,,,,,,,,,,,,,,,58.694,58.911,3,0.205,,0,4,4,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,60.112,61.161,,,,,,,,,,,,,,,,,,59.961,60.112,3,0.132,,0,5,5,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,61.211,62.261,,,,,,,,,,,,,,,,,,61.161,61.211,1,0.033,,0,6,6,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,62.344,63.394,,,,,,,,,,,,,,,,,,62.261,62.344,2,0.074,,0,7,7,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,63.711,64.761,,,,,,,,,,,,,,,,,,63.395,63.711,2,0.306,,0,8,8,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,65.511,66.56,,,,,,,,,,,,,,,,,,64.761,65.511,3,0.734,,0,9,9,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,67.211,68.26,,,,,,,,,,,,,,,,,,66.56,67.211,4,0.634,,0,10,10,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,68.578,69.627,,,,,,,,,,,,,,,,,,68.261,68.578,4,0.305,,0,11,11,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,70.028,71.077,,,,,,,,,,,,,,,,,,69.628,70.027,1,0.386,,0,12,12,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,71.378,72.427,,,,,,,,,,,,,,,,,,71.078,71.377,2,0.286,,0,13,13,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,72.828,73.877,,,,,,,,,,,,,,,,,,72.428,72.828,2,0.384,,0,14,14,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,74.694,75.744,,,,,,,,,,,,,,,,,,73.878,74.694,3,0.806,,0,15,15,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,76.894,77.944,,,,,,,,,,,,,,,,,,75.745,76.894,3,1.136,,0,16,16,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,78.461,79.511,,,,,,,,,,,,,,,,,,77.945,78.461,3,0.498,,0,17,17,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,79.761,80.81,,,,,,,,,,,,,,,,,,79.512,79.761,1,0.235,,0,18,18,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,81.094,82.144,,,,,,,,,,,,,,,,,,80.811,81.094,4,0.276,,0,19,19,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,82.411,83.461,,,,,,,,,,,,,,,,,,82.145,82.411,1,0.248,,0,20,20,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,83.811,84.861,,,,,,,,,,,,,,,,,,83.461,83.811,2,0.334,,0,21,21,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,85.544,86.594,,,,,,,,,,,,,,,,,,84.861,85.544,1,0.668,,0,22,22,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,88.211,89.261,,,,,,,,,,,,,,,,,,86.596,88.211,4,1.599,,0,23,23,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,89.961,91.011,,,,,,,,,,,,,,,,,,89.262,89.961,4,0.684,,0,24,24,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,91.711,92.761,,,,,,,,,,,,,,,,,,91.011,91.711,4,0.684,,0,25,25,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,93.311,94.361,,,,,,,,,,,,,,,,,,92.761,93.311,4,0.539,,0,26,26,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,95.128,96.177,,,,,,,,,,,,,,,,,,94.362,95.128,4,0.758,,0,27,27,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,97.028,98.077,,,,,,,,,,,,,,,,,,96.178,97.028,4,0.832,,0,28,28,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,99.045,100.094,,,,,,,,,,,,,,,,,,98.078,99.044,1,0.957,,0,29,29,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,101.078,102.128,,,,,,,,,,,,,,,,,,100.095,101.078,4,0.974,,0,30,30,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,102.728,103.778,,,,,,,,,,,,,,,,,,102.128,102.728,1,0.583,,0,31,31,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,104.011,105.061,,,,,,,,,,,,,,,,,,103.778,104.011,2,0.222,,0,32,32,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,105.495,106.544,,,,,,,,,,,,,,,,,,105.062,105.495,3,0.418,,0,33,33,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,106.727,107.778,,,,,,,,,,,,,,,,,,106.544,106.727,2,0.167,,0,34,34,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,108.144,109.194,,,,,,,,,,,,,,,,,,107.778,108.144,3,0.354,,0,35,35,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14884,001,23,w,2026-06-26_22h01.23.712,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,109.411,110.461,,,,,,,,,,,,,,,,,,109.195,109.411,3,0.2,,0,36,36,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
