instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,282.863,283.913,,,,,,,,,,,,,,,,,,281.697,282.863,4,1.153,,0,37,37,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,285.297,286.346,,,,,,,,,,,,,,,,,,283.913,285.297,1,1.367,,0,38,38,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,287.547,288.596,,,,,,,,,,,,,,,,,,286.347,287.547,1,1.183,,0,39,39,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,289.913,290.963,,,,,,,,,,,,,,,,,,288.597,289.913,2,1.307,,0,40,40,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,292.663,293.713,,,,,,,,,,,,,,,,,,290.963,292.663,3,1.682,,0,41,41,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,295.196,296.246,,,,,,,,,,,,,,,,,,293.713,295.196,2,1.465,,0,42,42,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.248,300.814,space,4.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,300.814,301.863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,303.614,304.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.867,303.614,2,1.715,,0,0,0,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,306.18,307.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.664,306.18,1,1.499,,0,1,1,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,308.413,309.463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.23,308.413,1,1.165,,0,2,2,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,310.763,311.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.463,310.763,1,1.292,,0,3,3,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,313.679,314.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.813,313.679,3,1.849,,0,4,4,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,317.013,318.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.73,317.013,2,2.266,,0,5,5,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,321.08,322.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.064,321.08,,,,0,6,6,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,323.363,324.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.13,323.363,2,1.223,,0,7,7,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,326.83,327.879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.413,326.83,3,2.405,,0,8,8,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,329.63,330.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.879,329.63,2,1.738,,0,9,9,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,331.712,332.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.68,331.712,1,1.016,,0,10,10,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,334.046,335.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.763,334.046,1,1.267,,0,11,11,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,336.43,337.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.097,336.43,4,1.319,,0,12,12,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,338.447,339.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.479,338.446,3,0.951,,0,13,13,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,340.73,341.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.497,340.73,3,1.219,,0,14,14,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,342.98,344.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.78,342.98,1,1.185,,0,15,15,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,345.764,346.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.03,345.763,3,1.721,,0,16,16,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,349.047,350.096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.814,349.046,2,2.223,,0,17,17,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,352.946,353.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.097,352.946,2,2.839,,0,18,18,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,356.646,357.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.997,356.646,3,2.641,,0,19,19,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,360.713,361.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.697,360.713,,,,0,20,20,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,364.446,365.496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,361.763,364.446,2,2.666,,0,21,21,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,367.23,368.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.496,367.23,1,1.716,,0,22,22,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,369.995,371.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.28,369.995,1,1.707,,0,23,23,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,373.646,374.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.046,373.646,3,2.583,,0,24,24,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,375.846,376.896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.697,375.846,2,1.136,,0,25,25,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,378.863,379.913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.897,378.863,3,1.958,,0,26,26,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,380.996,382.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.913,380.996,1,1.067,,0,27,27,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,383.229,384.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.046,383.229,1,1.169,,0,28,28,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,385.93,386.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384.28,385.929,3,1.636,,0,29,29,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,389.68,390.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,386.979,389.68,3,2.69,,0,30,30,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,393.063,394.112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.729,393.062,1,2.318,,0,31,31,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,396.413,397.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.112,396.413,1,2.289,,0,32,32,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,398.746,399.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.462,398.746,3,1.271,,0,33,33,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,401.346,402.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.796,401.346,2,1.533,,0,34,34,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,404.396,405.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.396,404.396,2,1.983,,0,35,35,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,408.463,409.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.446,408.463,,,,0,36,36,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,410.813,411.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.513,410.813,1,1.284,,0,37,37,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,414.496,415.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.863,414.496,3,2.625,,0,38,38,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,418.562,419.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.546,418.562,,,,0,39,39,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,420.896,421.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419.613,420.896,3,1.271,,0,40,40,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,423.513,424.562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.946,423.513,3,1.555,,0,41,41,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,425.879,426.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.563,425.879,3,1.305,,0,42,42,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.93,629.096,space,202.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,629.096,630.144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,631.796,632.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,630.148,631.796,2,1.611,,0,0,0,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,634.662,635.711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,632.846,634.662,2,1.799,,0,1,1,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,637.929,638.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,635.711,637.928,1,2.209,,0,2,2,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,641.795,642.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,638.979,641.795,1,2.805,,0,3,3,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,644.595,645.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,642.845,644.595,1,1.734,,0,4,4,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,647.212,648.262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,645.645,647.212,1,1.55,,0,5,5,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,649.479,650.528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.262,649.478,3,1.203,,0,6,6,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,652.712,653.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,650.529,652.712,2,2.169,,0,7,7,30,1,18,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16924,001,22,w,2026-07-06_14h37.18.991,Mixed_Gamble_Task,2026.1.3,MacIntel,62.5,,,,,,,,,,,655.529,656.578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.762,655.528,4,1.751,,0,8,8,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
