instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,96.3899,97.4408,,,,,,,,,,,,,,,,,,95.0995,96.3899,2,0,10,10,7,1,28,10,1.2821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,98.3575,99.4072,,,,,,,,,,,,,,,,,,97.4413,98.3574,3,0,11,11,16,1,36,14,0.9064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,100.1573,101.2073,,,,,,,,,,,,,,,,,,99.4075,100.1572,4,0,12,12,19,1,32,18,0.7411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,102.2073,103.2568,,,,,,,,,,,,,,,,,,101.2077,102.2073,4,0,13,13,38,1,34,7,0.9909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,104.4983,105.5491,,,,,,,,,,,,,,,,,,103.2571,104.4983,2,0,14,14,40,1,40,18,1.2333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,106.599,107.6491,,,,,,,,,,,,,,,,,,105.5495,106.5989,1,0,15,15,8,1,34,15,1.0414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,108.6741,109.7241,,,,,,,,,,,,,,,,,,107.6494,108.6741,3,0,16,16,42,1,16,6,1.0151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,110.849,111.8991,,,,,,,,,,,,,,,,,,109.7243,110.849,1,0,17,17,0,1,20,17,1.1157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,112.9909,114.0397,,,,,,,,,,,,,,,,,,111.8995,112.9908,3,0,18,18,14,1,26,16,1.0821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,115.2487,116.299,,,,,,,,,,,,,,,,,,114.04,115.2486,3,0,19,19,26,1,16,8,1.2002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,117.1409,118.1907,,,,,,,,,,,,,,,,,,116.2994,117.1408,1,0,20,20,9,1,22,5,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,119.2907,120.3397,,,,,,,,,,,,,,,,,,118.1911,119.2907,1,0,21,21,15,1,14,5,1.0893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,121.5407,122.5906,,,,,,,,,,,,,,,,,,120.3401,121.5406,3,0,22,22,23,1,12,6,1.1925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,123.8157,124.8657,,,,,,,,,,,,,,,,,,122.591,123.8157,3,0,23,23,39,1,12,10,1.2156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,125.7898,126.8406,,,,,,,,,,,,,,,,,,124.866,125.7897,4,0,24,24,2,1,32,6,0.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,127.6662,128.7157,,,,,,,,,,,,,,,,,,126.8408,127.6662,1,0,25,25,11,1,30,11,0.8134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,129.8075,130.8574,,,,,,,,,,,,,,,,,,128.716,129.8074,1,0,26,26,17,1,10,7,1.0819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,132.3234,133.3738,,,,,,,,,,,,,,,,,,130.858,132.3233,2,0,27,27,13,1,40,8,1.4557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,134.4573,135.5063,,,,,,,,,,,,,,,,,,133.3742,134.4572,4,0,28,28,35,1,32,8,1.0735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,137.2324,138.2813,,,,,,,,,,,,,,,,,,135.5066,137.2324,3,0,29,29,36,1,18,19,1.7153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,139.3824,140.4324,,,,,,,,,,,,,,,,,,138.2816,139.3823,3,0,30,30,4,1,24,12,1.0922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,141.5907,142.6407,,,,,,,,,,,,,,,,,,140.4327,141.5907,2,0,31,31,21,1,28,12,1.1494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,143.9397,144.9905,,,,,,,,,,,,,,,,,,142.6412,143.9397,3,0,32,32,18,1,24,20,1.2899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,147.2741,148.3198,,,,,,,,,,,,,,,,,,144.9907,147.274,1,0,33,33,31,1,14,17,2.2751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14992,001,20,w,2026-07-02_18h25.31.236,Mixed_Gamble_Task,2026.1.3,MacIntel,114.9425287,,,,,,,,,,,149.8532,150.903,,,,,,,,,,,,,,,,,,148.3201,149.8532,1,0,34,34,22,1,34,19,1.5233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
