instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I balance my own needs with the needs of others.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,171.995,173.052,,,,,,,,,,,,,,,,,,170.22,171.995,1,1.76,,0,37,37,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,174.895,175.951,,,,,,,,,,,,,,,,,,173.052,174.895,3,1.828,,0,38,38,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,178.031,179.084,,,,,,,,,,,,,,,,,,175.952,178.031,3,2.062,,0,39,39,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,182.017,183.049,,,,,,,,,,,,,,,,,,179.084,182.016,3,2.912,,0,40,40,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,184.26,185.315,,,,,,,,,,,,,,,,,,183.05,184.26,4,1.195,,0,41,41,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,186.481,187.514,,,,,,,,,,,,,,,,,,185.316,186.481,3,1.145,,0,42,42,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.515,190.78,space,3.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,190.78,191.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,192.914,193.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.818,192.913,2,1.05,,0,0,0,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,194.946,195.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.946,194.945,2,0.98,,0,1,1,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,197.487,198.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.979,197.487,3,1.495,,0,2,2,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,199.844,200.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.544,199.844,2,1.279,,0,3,3,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,202.386,203.442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.877,202.386,4,1.496,,0,4,4,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,204.876,205.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.443,204.875,3,1.414,,0,5,5,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,208.941,209.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.909,208.941,,,,0,6,6,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,211.35,212.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.974,211.35,3,1.361,,0,7,7,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,213.673,214.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.406,213.673,4,1.245,,0,8,8,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,215.639,216.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.706,215.639,3,0.914,,0,9,9,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,217.805,218.837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.672,217.805,2,1.112,,0,10,10,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,219.904,220.937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.838,219.904,2,1.047,,0,11,11,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,222.27,223.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.938,222.27,3,1.312,,0,12,12,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,224.512,225.569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.303,224.512,3,1.194,,0,13,13,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,227.202,228.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.569,227.202,3,1.611,,0,14,14,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,229.414,230.467,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.235,229.414,3,1.162,,0,15,15,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,232.111,233.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.468,232.11,3,1.628,,0,16,16,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,234.933,235.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.166,234.932,2,1.745,,0,17,17,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,237.174,238.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.966,237.174,4,1.193,,0,18,18,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,239.164,240.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.231,239.164,3,0.912,,0,19,19,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,241.14,242.196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.198,241.14,4,0.928,,0,20,20,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,242.974,244.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.197,242.973,3,0.762,,0,21,21,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,244.896,245.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.03,244.896,3,0.846,,0,22,22,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,246.841,247.895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.929,246.84,3,0.896,,0,23,23,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,248.862,249.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.896,248.861,3,0.945,,0,24,24,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,251.404,252.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.895,251.404,1,1.495,,0,25,25,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,253.803,254.859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.46,253.803,2,1.328,,0,26,26,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,256.736,257.791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.859,256.736,2,1.861,,0,27,27,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,259.325,260.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.794,259.325,3,1.511,,0,28,28,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,261.633,262.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.358,261.633,3,1.261,,0,29,29,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,263.89,264.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.69,263.889,2,1.178,,0,30,30,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,266.666,267.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.923,266.666,3,1.728,,0,31,31,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,268.864,269.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.722,268.864,4,1.127,,0,32,32,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,270.821,271.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.921,270.821,4,0.879,,0,33,33,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,272.853,273.886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.854,272.853,3,0.98,,0,34,34,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,275.219,276.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.887,275.219,3,1.311,,0,35,35,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,277.462,278.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.253,277.462,2,1.195,,0,36,36,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,280.018,281.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.518,280.018,3,1.48,,0,37,37,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,283.317,284.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.051,283.317,2,2.245,,0,38,38,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,285.449,286.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.35,285.449,3,1.079,,0,39,39,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,287.382,288.415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.482,287.382,3,0.879,,0,40,40,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,289.748,290.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.415,289.748,1,1.312,,0,41,41,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,291.891,292.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.781,291.89,3,1.094,,0,42,42,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.957,294.547,space,1.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,294.547,295.579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,296.879,297.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.592,296.879,2,1.234,,0,0,0,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,299.221,300.277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.913,299.221,2,1.295,,0,1,1,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,302.044,303.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300.278,302.044,2,1.745,,0,2,2,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,304.71,305.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.077,304.71,4,1.616,,0,3,3,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,307.286,308.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.743,307.286,4,1.529,,0,4,4,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,309.308,310.341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.342,309.308,4,0.945,,0,5,5,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,311.741,312.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.341,311.741,3,1.38,,0,6,6,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12424,001,20,m,2026-06-24_17h59.17.257,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,314.217,315.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.774,314.217,1,1.428,,0,7,7,11,1,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
