instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,95.376,96.427,,,,,,,,,,,,,,,,,,95.111,95.376,3,0.253,,0,37,37,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,96.478,97.522,,,,,,,,,,,,,,,,,,96.428,96.478,3,0.032,,0,38,38,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,97.555,98.607,,,,,,,,,,,,,,,,,,97.524,97.555,3,0.02,,0,39,39,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,98.629,99.673,,,,,,,,,,,,,,,,,,98.608,98.629,3,0.001,,0,40,40,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,99.688,100.727,,,,,,,,,,,,,,,,,,99.675,99.688,3,0.001,,0,41,41,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,100.776,101.824,,,,,,,,,,,,,,,,,,100.728,100.776,3,0.033,,0,42,42,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.825,102.577,space,0.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,102.577,103.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,103.887,104.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.655,103.887,2,0.004,,0,0,0,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,106.373,107.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.937,106.373,2,1.418,,0,1,1,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,108.268,109.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.422,108.268,2,0.831,,0,2,2,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,109.67,110.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.318,109.67,2,0.336,,0,3,3,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,110.784,111.832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.722,110.784,2,0.05,,0,4,4,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,112.003,113.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.833,112.002,2,0.151,,0,5,5,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,113.316,114.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.054,113.316,2,0.251,,0,6,6,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,114.598,115.648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.369,114.598,2,0.216,,0,7,7,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,117.521,118.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.651,117.521,2,1.831,,0,8,8,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,118.681,119.731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.572,118.68,2,0.094,,0,9,9,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,119.944,120.997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.733,119.944,2,0.201,,0,10,10,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,121.413,122.466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.999,121.411,2,0.398,,0,11,11,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,122.496,123.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.467,122.495,2,0.016,,0,12,12,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,124.497,125.543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.547,124.497,3,0.933,,0,13,13,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,126.649,127.692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.546,126.648,3,1.092,,0,14,14,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,127.793,128.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.693,127.792,3,0.082,,0,15,15,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,130.829,131.874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128.843,130.829,3,1.968,,0,16,16,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,132.074,133.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.877,132.074,3,0.182,,0,17,17,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,133.608,134.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.126,133.608,3,0.469,,0,18,18,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,134.857,135.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.657,134.856,4,0.184,,0,19,19,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,136.14,137.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135.906,136.14,3,0.216,,0,20,20,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,137.372,138.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.189,137.372,2,0.166,,0,21,21,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,138.605,139.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.423,138.605,3,0.168,,0,22,22,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,139.77,140.819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.657,139.769,2,0.098,,0,23,23,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,143.824,144.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.821,143.823,,,,0,24,24,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,145.855,146.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.868,145.854,3,0.968,,0,25,25,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,146.95,148.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.9,146.95,3,0.035,,0,26,26,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,150.303,151.348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.007,150.303,3,2.281,,0,27,27,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,151.501,152.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.352,151.501,3,0.133,,0,28,28,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,153.281,154.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.554,153.28,3,0.715,,0,29,29,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,154.38,155.429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.335,154.38,3,0.035,,0,30,30,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,155.786,156.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.43,155.786,3,0.341,,0,31,31,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,156.881,157.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.833,156.881,3,0.036,,0,32,32,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,158.249,159.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.934,158.249,4,0.301,,0,33,33,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,159.347,160.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.299,159.347,4,0.033,,0,34,34,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,160.561,161.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.416,160.561,4,0.136,,0,35,35,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,162.08,163.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.614,162.08,4,0.449,,0,36,36,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,163.2,164.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.13,163.2,4,0.062,,0,37,37,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,164.631,165.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.247,164.631,3,0.374,,0,38,38,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,168.557,169.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.678,168.557,4,2.866,,0,39,39,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,172.177,173.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.614,172.176,3,2.548,,0,40,40,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,173.79,174.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.223,173.79,3,0.55,,0,41,41,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,175.191,176.237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.829,175.191,4,0.347,,0,42,42,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.238,177.321,space,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,177.321,178.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,178.992,180.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.379,178.99,3,0.557,,0,0,0,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,180.724,181.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.042,180.724,3,0.666,,0,1,1,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,182.426,183.471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.773,182.426,3,0.636,,0,2,2,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,183.969,185.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.472,183.968,3,0.481,,0,3,3,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,186.391,187.441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.022,186.39,4,1.359,,0,4,4,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,187.625,188.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.441,187.625,4,0.146,,0,5,5,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,191.677,192.725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.669,191.677,,,,0,6,6,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,195.249,196.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.725,195.249,3,2.506,,0,7,7,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,6733,001,25,w,2026-06-25_14h06.00.991,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,196.718,197.763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.298,196.718,3,0.411,,0,8,8,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
