instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,45.794,46.8268,44.1607,45.7938,1,0,6,6,7,1,20,17,1.6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,47.8272,48.8601,46.8274,47.827,2,0,7,7,9,1,34,12,0.9737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,49.3605,50.3936,48.8606,49.3604,3,0,8,8,1,1,18,9,0.4655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,52.4938,53.5268,50.3942,52.4937,3,0,9,9,6,1,28,16,2.0762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,,,,,,,,,,,,,,,53.5273,56.794,space,3.2253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,56.794,57.8269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,60.8609,61.8934,,,,,,,,,,,,,,,,,,57.8302,60.8607,,0,0,0,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,63.9273,64.9603,,,,,,,,,,,,,,,,,,61.8944,63.9272,4,0,1,1,38,1,34,7,2.0135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,66.7605,67.7935,,,,,,,,,,,,,,,,,,64.961,66.7603,4,0,2,2,13,1,40,8,1.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,69.4606,70.4935,,,,,,,,,,,,,,,,,,67.7941,69.4604,1,0,3,3,33,1,10,11,1.6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,71.8608,72.8935,,,,,,,,,,,,,,,,,,70.4942,71.8606,2,0,4,4,18,1,24,20,1.332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,74.694,75.7268,,,,,,,,,,,,,,,,,,72.8941,74.6938,2,0,5,5,30,1,20,10,1.7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,77.3941,78.4268,,,,,,,,,,,,,,,,,,75.7274,77.3939,2,0,6,6,37,1,28,16,1.6595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,80.1938,81.2268,,,,,,,,,,,,,,,,,,78.4273,80.1936,3,0,7,7,21,1,28,12,1.7557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,82.8263,83.8591,,,,,,,,,,,,,,,,,,81.2273,82.8261,1,0,8,8,3,1,10,19,1.5657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,86.6262,87.6602,,,,,,,,,,,,,,,,,,83.8597,86.626,3,0,9,9,11,1,30,11,2.7429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,89.0613,90.0935,,,,,,,,,,,,,,,,,,87.6608,89.0611,3,0,10,10,5,1,38,7,1.3933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,91.5928,92.6268,,,,,,,,,,,,,,,,,,90.0941,91.5926,2,0,11,11,14,1,26,16,1.4871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,93.594,94.627,,,,,,,,,,,,,,,,,,92.6273,93.5937,1,0,12,12,2,1,32,6,0.9404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,95.6597,96.6935,,,,,,,,,,,,,,,,,,94.6275,95.6595,1,0,13,13,12,1,18,13,0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,97.7604,98.7925,,,,,,,,,,,,,,,,,,96.694,97.7602,1,0,14,14,6,1,16,20,1.0453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,99.8941,100.927,,,,,,,,,,,,,,,,,,98.793,99.8939,1,0,15,15,20,1,18,9,1.0796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,103.1268,104.1601,,,,,,,,,,,,,,,,,,100.9275,103.1267,3,0,16,16,29,1,38,15,2.1759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,106.1272,107.1602,,,,,,,,,,,,,,,,,,104.1607,106.1271,2,0,17,17,27,1,30,17,1.9569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,108.6595,109.6936,,,,,,,,,,,,,,,,,,107.1607,108.6594,2,0,18,18,28,1,26,13,1.4908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,111.5929,112.6258,,,,,,,,,,,,,,,,,,109.6942,111.5928,1,0,19,19,0,1,20,17,1.891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,114.1928,115.2269,,,,,,,,,,,,,,,,,,112.6265,114.1927,2,0,20,20,9,1,22,5,1.5443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,115.9273,116.9602,,,,,,,,,,,,,,,,,,115.2275,115.9272,2,0,21,21,19,1,32,18,0.6846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,117.7273,118.7593,,,,,,,,,,,,,,,,,,116.9607,117.7271,3,0,22,22,40,1,40,18,0.7321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,120.4596,121.4936,,,,,,,,,,,,,,,,,,118.7598,120.4594,1,0,23,23,1,1,14,9,1.6843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,123.1599,124.1926,,,,,,,,,,,,,,,,,,121.4942,123.1596,1,0,24,24,23,1,12,6,1.6319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,126.5597,127.5936,,,,,,,,,,,,,,,,,,124.1931,126.5595,4,0,25,25,24,1,40,16,2.3461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,128.9274,129.9602,,,,,,,,,,,,,,,,,,127.5941,128.9271,3,0,26,26,22,1,34,19,1.2989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,131.56,132.5935,,,,,,,,,,,,,,,,,,129.9609,131.5595,4,0,27,27,35,1,32,8,1.5816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,134.5941,135.6267,,,,,,,,,,,,,,,,,,132.5941,134.5939,2,0,28,28,25,1,22,11,1.966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,137.7596,138.7927,,,,,,,,,,,,,,,,,,135.6268,137.7595,2,0,29,29,17,1,10,7,2.1196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,140.5597,141.5927,,,,,,,,,,,,,,,,,,138.7933,140.5595,2,0,30,30,39,1,12,10,1.7364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,143.6939,144.726,,,,,,,,,,,,,,,,,,141.5932,143.6938,3,0,31,31,16,1,36,14,2.0924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,146.8264,147.8594,,,,,,,,,,,,,,,,,,144.7265,146.8262,2,0,32,32,15,1,14,5,2.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,148.8938,149.9259,,,,,,,,,,,,,,,,,,147.86,148.8937,2,0,33,33,26,1,16,8,1.0171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15712,001,24,w,2026-07-06_14h51.25.492,Mixed_Gamble_Task,2026.1.3,MacIntel,30.12048193,,,,,,,,,,,151.9598,152.9937,,,,,,,,,,,,,,,,,,149.9265,151.9595,2,0,34,34,32,1,36,20,2.0116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
