instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,184.5868,185.6304,,,,,,,,,,,,,,,,,,182.8036,184.5868,1,1.7665,,0,37,37,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,187.7377,188.7857,,,,,,,,,,,,,,,,,,185.6314,187.7376,3,2.0842,,0,38,38,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,190.1971,191.2352,,,,,,,,,,,,,,,,,,188.7861,190.197,4,1.3922,,0,39,39,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,193.1692,194.218,,,,,,,,,,,,,,,,,,191.2355,193.1692,3,1.9172,,0,40,40,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,195.9834,197.0346,,,,,,,,,,,,,,,,,,194.2183,195.9834,1,1.7482,,0,41,41,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,198.5025,199.545,,,,,,,,,,,,,,,,,,197.035,198.5025,2,1.451,,0,42,42,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.5458,211.0098,space,11.4269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,211.0098,212.0592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,213.3264,214.3763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.0631,213.3262,1,1.2405,,0,0,0,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,215.56,216.6093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.3773,215.5599,2,1.1699,,0,1,1,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,217.9096,218.9589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.61,217.9095,3,1.2895,,0,2,2,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,220.1089,221.1585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.9594,220.1088,3,1.1326,,0,3,3,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,222.1745,223.2241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.1593,222.1745,4,0.9986,,0,4,4,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,224.6085,225.6579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.2244,224.6084,3,1.369,,0,5,5,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,226.6914,227.7405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.6585,226.6914,2,1.0166,,0,6,6,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,228.7742,229.8242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.7412,228.7741,4,1.0228,,0,7,7,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,230.8072,231.8567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.8248,230.8071,4,0.9711,,0,8,8,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,233.2066,234.2564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.8574,233.2065,1,1.3396,,0,9,9,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,235.9734,237.0228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.2571,235.9733,3,1.7055,,0,10,10,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,238.7058,239.7556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.0232,238.7056,3,1.6673,,0,11,11,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,241.0056,242.0552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.7563,241.0056,2,1.2338,,0,12,12,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,242.9384,243.9878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.0558,242.9384,3,0.8677,,0,13,13,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,246.821,247.8706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.9884,246.8209,1,2.8253,,0,14,14,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,249.6872,250.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.8713,249.6872,3,1.8046,,0,15,15,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,251.7703,252.8201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.7377,251.7702,1,1.0175,,0,16,16,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,254.1369,255.1864,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.8207,254.1368,1,1.3027,,0,17,17,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,257.0199,258.0692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.1871,257.0197,2,1.817,,0,18,18,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,259.1691,260.2188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.07,259.1689,4,1.081,,0,19,19,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,261.1523,262.202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.2194,261.1521,4,0.917,,0,20,20,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,263.3184,264.3679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.2026,263.3183,4,1.1054,,0,21,21,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,266.0348,267.0845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.3686,266.0347,2,1.6494,,0,22,22,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,268.768,269.8172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.0851,268.7679,4,1.6668,,0,23,23,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,271.8005,272.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.8179,271.8005,3,1.9694,,0,24,24,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,274.2502,275.2998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.8506,274.2502,2,1.3855,,0,25,25,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,276.6488,277.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.3003,276.6488,3,1.3344,,0,26,26,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,278.4827,279.5322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.6994,278.4826,3,0.768,,0,27,27,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,280.8325,281.882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.5327,280.8324,4,1.2839,,0,28,28,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,283.1155,284.1647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.8825,283.1154,1,1.2174,,0,29,29,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,285.648,286.6979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.1653,285.648,2,1.4666,,0,30,30,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,288.2645,289.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.6985,288.2644,3,1.5535,,0,31,31,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,290.5976,291.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.3144,290.5976,3,1.2736,,0,32,32,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,292.9637,294.0133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.6475,292.9636,4,1.2995,,0,33,33,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,295.8132,296.8623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.0139,295.8131,2,1.7902,,0,34,34,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,298.4959,299.5456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.8629,298.4958,2,1.6174,,0,35,35,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,300.8623,301.9114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.5462,300.8622,3,1.3003,,0,36,36,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,303.6286,304.6783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.9121,303.6285,3,1.7014,,0,37,37,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,306.8948,307.9442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.6789,306.8947,2,2.1999,,0,38,38,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,309.3775,310.4272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.9448,309.3775,3,1.4176,,0,39,39,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,312.1937,313.2433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.4278,312.1936,1,1.7507,,0,40,40,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,314.1768,315.2263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,313.2438,314.1767,1,0.9173,,0,41,41,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,317.1096,318.1593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.2268,317.1095,1,1.8724,,0,42,42,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318.1599,321.4428,space,3.2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,321.4429,322.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,323.9489,324.9919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.4963,323.9488,1,1.4333,,0,0,0,31,1,28,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,326.1816,327.2247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.9936,326.1815,2,1.1665,,0,1,1,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,328.3313,329.3751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.2262,328.3313,4,1.0841,,0,2,2,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,330.5974,331.6438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.3768,330.5972,1,1.2004,,0,3,3,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,332.8081,333.8573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.6442,332.808,4,1.1392,,0,4,4,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,335.1299,336.1729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.8587,335.1298,1,1.2496,,0,5,5,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,337.8466,338.8929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.1738,337.8465,1,1.6498,,0,6,6,27,1,10,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15775,001,21,w,2026-07-01_09h39.07.076,Mixed_Gamble_Task,2026.1.3,Win32,59.17159763,,,,,,,,,,,340.1793,341.2225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.8933,340.1793,2,1.2672,,0,7,7,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
