instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,survey.block_1/question1.I have healthy boundaries.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,93.6988,94.7478,,,,,,,,,,,,,,,,,,92.2499,93.6981,4,1.4311,,0,7,7,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,95.7148,96.7635,,,,,,,,,,,,,,,,,,94.7486,95.7146,4,0.959,,0,8,8,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,98.5148,99.5616,,,,,,,,,,,,,,,,,,96.7641,98.5144,4,1.7317,,0,9,9,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,101.1287,102.1788,,,,,,,,,,,,,,,,,,99.562,101.1284,4,1.5516,,0,10,10,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,103.4458,104.494,,,,,,,,,,,,,,,,,,102.1797,103.4454,3,1.2479,,0,11,11,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,106.2099,107.2603,,,,,,,,,,,,,,,,,,104.4947,106.2098,2,1.7079,,0,12,12,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,108.4943,109.5429,,,,,,,,,,,,,,,,,,107.2612,108.4939,3,1.2169,,0,13,13,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,111.2749,112.3254,,,,,,,,,,,,,,,,,,109.5436,111.2747,1,1.7124,,0,14,14,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,113.8905,114.9408,,,,,,,,,,,,,,,,,,112.326,113.8904,3,1.547,,0,15,15,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,116.5237,117.5735,,,,,,,,,,,,,,,,,,114.9418,116.5235,1,1.5647,,0,16,16,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,118.873,119.9222,,,,,,,,,,,,,,,,,,117.5742,118.8726,2,1.2865,,0,17,17,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,121.3549,122.4042,,,,,,,,,,,,,,,,,,119.9227,121.3548,3,1.4145,,0,18,18,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,124.471,125.5204,,,,,,,,,,,,,,,,,,122.4045,124.4706,2,2.0572,,0,19,19,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,127.8023,128.8528,,,,,,,,,,,,,,,,,,125.5213,127.8022,1,2.2657,,0,20,20,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,130.0859,131.1356,,,,,,,,,,,,,,,,,,128.8535,130.0857,3,1.2254,,0,21,21,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,132.5011,133.5513,,,,,,,,,,,,,,,,,,131.1363,132.501,2,1.3526,,0,22,22,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,135.1003,136.1504,,,,,,,,,,,,,,,,,,133.5519,135.1001,2,1.5408,,0,23,23,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,138.9828,140.033,,,,,,,,,,,,,,,,,,136.1514,138.9825,2,2.8189,,0,24,24,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,141.6327,142.6809,,,,,,,,,,,,,,,,,,140.0339,141.6324,2,1.5836,,0,25,25,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,145.6983,146.7465,,,,,,,,,,,,,,,,,,142.6812,145.6979,,,,0,26,26,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,147.981,149.0283,,,,,,,,,,,,,,,,,,146.7471,147.9807,4,1.2154,,0,27,27,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,150.8957,151.9454,,,,,,,,,,,,,,,,,,149.0285,150.8955,3,1.8516,,0,28,28,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,153.2106,154.2607,,,,,,,,,,,,,,,,,,151.9461,153.2105,1,1.2577,,0,29,29,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,156.2106,157.2602,,,,,,,,,,,,,,,,,,154.2612,156.2104,4,1.9382,,0,30,30,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,159.2428,160.2966,,,,,,,,,,,,,,,,,,157.261,159.2426,3,1.9553,,0,31,31,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,162.2754,163.324,,,,,,,,,,,,,,,,,,160.2974,162.2751,1,1.9533,,0,32,32,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,164.9782,166.023,,,,,,,,,,,,,,,,,,163.3245,164.9781,3,1.6337,,0,33,33,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,169.0431,170.0924,,,,,,,,,,,,,,,,,,166.0233,169.043,,,,0,34,34,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17434,001,26,w,2026-06-29_14h00.00.246,Mixed_Gamble_Task,2026.1.3,Win32,59.88023952,,,,,,,,,,,171.5266,172.5751,,,,,,,,,,,,,,,,,,170.0928,171.5264,1,1.4169,,0,35,35,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
