instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,57.925,58.958,56.726,57.925,2,1.185,,0,6,6,0,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,60.692,61.725,58.959,60.692,4,1.699,,0,7,7,3,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,62.592,63.625,61.726,62.592,3,0.847,,0,8,8,9,1,34,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,64.125,65.158,63.625,64.125,1,0.464,,0,9,9,7,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,,,,,,,,,,,,,,,65.163,67.759,space,2.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,67.759,68.792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,71.826,72.858,,,,,,,,,,,,,,,,,,68.799,71.826,,0,0,0,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,73.759,74.792,,,,,,,,,,,,,,,,,,72.859,73.759,3,0,1,1,6,1,16,20,0.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,76.292,77.325,,,,,,,,,,,,,,,,,,74.793,76.292,2,0,2,2,15,1,14,5,1.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,78.991,80.025,,,,,,,,,,,,,,,,,,77.326,78.991,3,0,3,3,27,1,30,17,1.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,82.159,83.191,,,,,,,,,,,,,,,,,,80.025,82.159,3,0,4,4,10,1,12,18,2.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,86.158,87.191,,,,,,,,,,,,,,,,,,83.191,86.158,2,0,5,5,3,1,10,19,2.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,88.825,89.857,,,,,,,,,,,,,,,,,,87.192,88.824,3,0,6,6,2,1,32,6,1.614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,92.059,93.091,,,,,,,,,,,,,,,,,,89.858,92.058,2,0,7,7,14,1,26,16,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,95.225,96.258,,,,,,,,,,,,,,,,,,93.092,95.225,3,0,8,8,40,1,40,18,2.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,97.658,98.691,,,,,,,,,,,,,,,,,,96.259,97.658,1,0,9,9,31,1,14,17,1.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,101.025,102.057,,,,,,,,,,,,,,,,,,98.692,101.025,3,0,10,10,17,1,10,7,2.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,104.792,105.824,,,,,,,,,,,,,,,,,,102.058,104.792,4,0,11,11,21,1,28,12,2.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,108.858,109.891,,,,,,,,,,,,,,,,,,105.825,108.858,,0,12,12,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,111.458,112.491,,,,,,,,,,,,,,,,,,109.892,111.458,3,0,13,13,25,1,22,11,1.545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,113.492,114.524,,,,,,,,,,,,,,,,,,112.492,113.491,3,0,14,14,30,1,20,10,0.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,117.092,118.124,,,,,,,,,,,,,,,,,,114.525,117.091,1,0,15,15,36,1,18,19,2.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,119.658,120.691,,,,,,,,,,,,,,,,,,118.125,119.658,4,0,16,16,24,1,40,16,1.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,122.225,123.258,,,,,,,,,,,,,,,,,,120.692,122.225,4,0,17,17,13,1,40,8,1.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,125.525,126.558,,,,,,,,,,,,,,,,,,123.258,125.525,2,0,18,18,32,1,36,20,2.253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,128.625,129.657,,,,,,,,,,,,,,,,,,126.558,128.625,2,0,19,19,12,1,18,13,2.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,132.058,133.091,,,,,,,,,,,,,,,,,,129.657,132.058,3,0,20,20,42,1,16,6,2.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,135.225,136.258,,,,,,,,,,,,,,,,,,133.092,135.224,4,0,21,21,29,1,38,15,2.097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,137.691,138.724,,,,,,,,,,,,,,,,,,136.259,137.691,4,0,22,22,8,1,34,15,1.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,139.791,140.824,,,,,,,,,,,,,,,,,,138.725,139.791,4,0,23,23,38,1,34,7,1.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,142.591,143.624,,,,,,,,,,,,,,,,,,140.825,142.591,2,0,24,24,37,1,28,16,1.746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,146.025,147.057,,,,,,,,,,,,,,,,,,143.625,146.025,2,0,25,25,20,1,18,9,2.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,149.091,150.124,,,,,,,,,,,,,,,,,,147.058,149.091,3,0,26,26,16,1,36,14,2.025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,151.891,152.924,,,,,,,,,,,,,,,,,,150.125,151.891,3,0,27,27,26,1,16,8,1.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,155.961,156.991,,,,,,,,,,,,,,,,,,152.925,155.961,,0,28,28,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,157.958,158.991,,,,,,,,,,,,,,,,,,156.992,157.958,4,0,29,29,35,1,32,8,0.929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,161.525,162.558,,,,,,,,,,,,,,,,,,158.992,161.525,2,0,30,30,19,1,32,18,2.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,164.758,165.791,,,,,,,,,,,,,,,,,,162.559,164.758,4,0,31,31,9,1,22,5,2.184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,167.591,168.624,,,,,,,,,,,,,,,,,,165.792,167.591,3,0,32,32,4,1,24,12,1.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,170.191,171.224,,,,,,,,,,,,,,,,,,168.625,170.19,2,0,33,33,41,1,22,13,1.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,172.858,173.891,,,,,,,,,,,,,,,,,,171.225,172.858,2,0,34,34,1,1,14,9,1.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,175.324,176.357,,,,,,,,,,,,,,,,,,173.891,175.324,1,0,35,35,39,1,12,10,1.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13393,001,25,w,2026-07-11_16h24.36.495,Mixed_Gamble_Task,2026.1.3,MacIntel,30.3030303,,,,,,,,,,,177.691,178.724,,,,,,,,,,,,,,,,,,176.358,177.691,4,0,36,36,5,1,38,7,1.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
