instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,151.762,152.795,,,,,,,,,,,,,,,,,,151.228,151.762,4,0.51,,0,37,37,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,153.163,154.197,,,,,,,,,,,,,,,,,,152.796,153.162,2,0.357,,0,38,38,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,154.564,155.598,,,,,,,,,,,,,,,,,,154.197,154.564,3,0.333,,0,39,39,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,156.032,157.066,,,,,,,,,,,,,,,,,,155.598,156.032,2,0.399,,0,40,40,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,157.467,158.5,,,,,,,,,,,,,,,,,,157.066,157.466,1,0.373,,0,41,41,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,158.901,159.935,,,,,,,,,,,,,,,,,,158.501,158.901,2,0.377,,0,42,42,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.936,165.005,space,5.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,165.005,166.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,166.508,167.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.045,166.507,2,0.442,,0,0,0,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,168.175,169.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.542,168.175,3,0.602,,0,1,1,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,169.576,170.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.21,169.576,3,0.352,,0,2,2,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,170.946,171.978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.611,170.945,3,0.328,,0,3,3,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,172.245,173.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.978,172.245,2,0.251,,0,4,4,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,173.613,174.647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.281,173.613,2,0.298,,0,5,5,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,174.914,175.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.648,174.914,2,0.256,,0,6,6,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,176.182,177.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.948,176.182,4,0.21,,0,7,7,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,177.45,178.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.216,177.449,2,0.2,,0,8,8,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,178.684,179.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.484,178.684,3,0.165,,0,9,9,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,179.852,180.884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.718,179.851,2,0.1,,0,10,10,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,181.152,182.186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.885,181.152,1,0.258,,0,11,11,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,182.287,183.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.186,182.286,4,0.091,,0,12,12,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,183.422,184.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.321,183.422,2,0.095,,0,13,13,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,184.722,185.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.455,184.722,3,0.255,,0,14,14,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,185.957,186.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.758,185.956,2,0.184,,0,15,15,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,187.124,188.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.991,187.124,1,0.123,,0,16,16,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,188.225,189.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.158,188.225,2,0.059,,0,17,17,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,189.426,190.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.259,189.426,2,0.157,,0,18,18,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,190.594,191.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.46,190.594,2,0.126,,0,19,19,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,191.828,192.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.628,191.828,2,0.191,,0,20,20,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,192.929,193.963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.862,192.929,2,0.032,,0,21,21,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,194.163,195.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.963,194.163,2,0.165,,0,22,22,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,195.298,196.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.198,195.297,3,0.069,,0,23,23,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,196.398,197.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.331,196.398,3,0.054,,0,24,24,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,197.566,198.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.433,197.566,3,0.119,,0,25,25,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,198.634,199.668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.6,198.634,3,0.026,,0,26,26,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,199.735,200.768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.669,199.734,3,0.036,,0,27,27,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,201.136,202.169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.769,201.135,4,0.352,,0,28,28,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,202.503,203.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.17,202.503,2,0.299,,0,29,29,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,204.872,205.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.538,204.872,3,1.3,,0,30,30,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,207.007,208.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.907,207.007,2,1.09,,0,31,31,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,208.441,209.475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.041,208.441,4,0.365,,0,32,32,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,209.609,210.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.476,209.609,2,0.101,,0,33,33,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,210.71,211.744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.642,210.71,3,0.044,,0,34,34,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,211.844,212.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.744,211.844,1,0.089,,0,35,35,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,212.912,213.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.879,212.912,2,0.027,,0,36,36,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,214.379,215.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.947,214.379,3,0.418,0,0,37,37,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,215.547,216.581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.415,215.547,3,0.124,,0,38,38,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,216.882,217.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.581,216.882,3,0.291,,0,39,39,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,218.15,219.183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.916,218.15,3,0.222,,0,40,40,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,219.317,220.351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.184,219.317,3,0.12,,0,41,41,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,220.685,221.719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.352,220.685,3,0.298,,0,42,42,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.72,223.42,space,1.685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,223.421,224.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,224.621,225.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.461,224.621,2,0.134,,0,0,0,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,225.923,226.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.657,225.922,2,0.251,,0,1,1,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,227.123,228.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.957,227.123,2,0.15,,0,2,2,33,1,12,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,228.358,229.392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.158,228.358,2,0.173,,0,3,3,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,229.592,230.626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.392,229.592,2,0.169,,0,4,4,38,1,26,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,230.826,231.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.627,230.826,2,0.166,,0,5,5,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,232.028,233.061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.861,232.028,2,0.132,,0,6,6,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13834,001,27,w,2026-06-26_14h16.28.087,Mixed_Gamble_Task,2026.1.3,MacIntel,38.46153846,,,,,,,,,,,233.262,234.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.062,233.261,2,0.19,,0,7,7,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
