instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,208.221,209.27,,,,,,,,,,,,,,,,,,207.089,208.221,3,1.117,,0,41,41,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,210.921,211.971,,,,,,,,,,,,,,,,,,209.272,210.921,3,1.637,,0,42,42,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.971,222.505,space,10.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,222.506,223.555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,224.639,225.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.563,224.639,4,1.051,,0,0,0,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,227.672,228.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.69,227.671,2,1.966,,0,1,1,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,230.489,231.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.722,230.489,1,1.75,,0,2,2,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,234.156,235.205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.539,234.155,3,2.599,,0,3,3,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,237.038,238.088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235.206,237.038,4,1.817,,0,4,4,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,239.272,240.322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.09,239.272,4,1.166,,0,5,5,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,242.372,243.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.322,242.372,4,2.033,,0,6,6,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,245.722,246.771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.422,245.722,4,2.284,,0,7,7,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,248.889,249.939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.772,248.889,4,2.11,,0,8,8,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,251.489,252.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.94,251.489,3,1.533,,0,9,9,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,253.606,254.659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.543,253.606,4,1.051,,0,10,10,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,256.123,257.172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.66,256.123,4,1.447,,0,11,11,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,259.656,260.706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.174,259.656,4,2.468,,0,12,12,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,263.373,264.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.708,263.372,2,2.654,,0,13,13,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,265.405,266.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.423,265.405,4,0.968,,0,14,14,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,268.623,269.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.458,268.623,4,2.152,,0,15,15,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,270.623,271.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.674,270.623,4,0.935,,0,16,16,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,274.007,275.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.673,274.006,1,2.325,,0,17,17,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,277.523,278.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.057,277.523,4,2.452,,0,18,18,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,281.089,282.139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.574,281.089,2,2.498,,0,19,19,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,283.389,284.439,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.142,283.389,4,1.234,,0,20,20,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,284.955,286.009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.44,284.955,1,0.5,,0,21,21,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,286.207,287.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.012,286.207,3,0.179,,0,22,22,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,287.39,288.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.258,287.39,3,0.117,,0,23,23,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,288.573,289.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.441,288.573,1,0.118,,0,24,24,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,292.073,293.123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.623,292.073,4,2.435,,0,25,25,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,294.307,295.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.125,294.307,4,1.169,,0,26,26,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,297.323,298.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.358,297.323,1,1.951,,0,27,27,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,300.107,301.157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.374,300.107,1,1.721,,0,28,28,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,303.507,304.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.158,303.507,3,2.333,,0,29,29,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,306.189,307.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.559,306.189,2,1.615,,0,30,30,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,308.523,309.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.241,308.523,2,1.267,,0,31,31,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,311.374,312.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.575,311.374,3,1.784,,0,32,32,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,313.773,314.824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.424,313.773,3,1.335,,0,33,33,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,316.041,317.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.825,316.041,4,1.2,,0,34,34,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,318.741,319.793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.092,318.74,2,1.634,,0,35,35,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,321.225,322.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.796,321.225,4,1.413,,0,36,36,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,323.657,324.707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,322.275,323.657,4,1.364,,0,37,37,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,326.507,327.557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.71,326.507,1,1.782,,0,38,38,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,328.907,329.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,327.558,328.906,4,1.335,,0,39,39,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,330.958,332.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.958,330.958,4,0.982,,0,40,40,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,333.742,334.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.008,333.741,1,1.72,,0,41,41,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,337.458,338.508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.79,337.458,2,2.651,,0,42,42,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.508,341.974,space,3.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,341.974,343.024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,344.991,346.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.031,344.991,3,1.937,,0,0,0,10,1,36,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,347.542,348.591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.042,347.542,4,1.484,,0,1,1,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,350.075,351.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.592,350.075,1,1.467,,0,2,2,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,352.192,353.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.125,352.192,1,1.054,,0,3,3,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,354.342,355.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.245,354.342,1,1.085,,0,4,4,22,1,26,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,357.442,358.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.392,357.441,3,2.036,,0,5,5,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,359.775,360.825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.492,359.775,4,1.268,,0,6,6,0,1,34,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,362.409,363.458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.825,362.409,1,1.569,,0,7,7,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,364.908,365.957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.459,364.908,4,1.434,,0,8,8,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,367.709,368.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.958,367.708,2,1.733,,0,9,9,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,370.443,371.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.759,370.442,4,1.671,,0,10,10,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,372.859,373.909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.493,372.859,1,1.351,,0,11,11,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17683,001,40,w,2026-06-25_21h51.53.402,Mixed_Gamble_Task,2026.1.3,MacIntel,60.0240096,,,,,,,,,,,375.875,376.926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.909,375.875,2,1.952,,0,12,12,28,1,24,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
