instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,216.2296,217.2806,214.3456,216.2295,3,0,6,6,5,1,20,10,1.8673,0.0005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,219.2815,220.3324,217.2813,219.2813,2,0,7,7,9,1,34,12,1.9872,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,221.2827,222.3336,220.3333,221.2825,3,0,8,8,1,1,18,9,0.932,9.99999E-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,223.4682,224.5189,222.3343,223.4679,2,0,9,9,8,1,10,8,1.1235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,224.5197,231.3062,space,6.7414,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,231.3063,232.3574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,235.3772,236.4269,,,,,,,,,,,,,,,,,,232.3648,235.3769,,0,0,0,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,239.4295,240.4798,,,,,,,,,,,,,,,,,,236.428,239.4292,,0,1,1,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,243.4824,244.5324,,,,,,,,,,,,,,,,,,240.4804,243.4822,,0,2,2,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,247.5347,248.5851,,,,,,,,,,,,,,,,,,244.5332,247.5345,,0,3,3,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,251.5877,252.6377,,,,,,,,,,,,,,,,,,248.5858,251.5874,,0,4,4,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,255.6406,256.6907,,,,,,,,,,,,,,,,,,252.6385,255.6404,,0,5,5,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,259.6935,260.7436,,,,,,,,,,,,,,,,,,256.6914,259.6932,,0,6,6,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,263.745,264.7956,,,,,,,,,,,,,,,,,,260.7443,263.7449,,0,7,7,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,267.7989,268.8494,,,,,,,,,,,,,,,,,,264.7959,267.7988,,0,8,8,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,271.8515,272.9021,,,,,,,,,,,,,,,,,,268.8503,271.8513,,0,9,9,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,275.9048,276.9544,,,,,,,,,,,,,,,,,,272.903,275.9046,,0,10,10,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,279.9574,281.0075,,,,,,,,,,,,,,,,,,276.9553,279.9571,,0,11,11,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,284.0104,285.0605,,,,,,,,,,,,,,,,,,281.0085,284.0102,,0,12,12,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,288.063,289.1132,,,,,,,,,,,,,,,,,,285.0615,288.0627,,0,13,13,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,292.1157,293.1659,,,,,,,,,,,,,,,,,,289.1139,292.1155,,0,14,14,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,296.1685,297.2188,,,,,,,,,,,,,,,,,,293.1665,296.1684,,0,15,15,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,300.2213,301.2715,,,,,,,,,,,,,,,,,,297.2196,300.2211,,0,16,16,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,304.274,305.3242,,,,,,,,,,,,,,,,,,301.2721,304.2738,,0,17,17,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,308.3268,309.3773,,,,,,,,,,,,,,,,,,305.3249,308.3266,,0,18,18,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,312.38,313.4301,,,,,,,,,,,,,,,,,,309.3781,312.3797,,0,19,19,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,316.4325,317.4825,,,,,,,,,,,,,,,,,,313.4308,316.4322,,0,20,20,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,320.4852,321.5353,,,,,,,,,,,,,,,,,,317.483,320.485,,0,21,21,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,324.5379,325.5883,,,,,,,,,,,,,,,,,,321.536,324.5378,,0,22,22,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,328.5907,329.6406,,,,,,,,,,,,,,,,,,325.5889,328.5905,,0,23,23,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,332.6434,333.6933,,,,,,,,,,,,,,,,,,329.6411,332.6432,,0,24,24,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,336.6954,337.7466,,,,,,,,,,,,,,,,,,333.694,336.6952,,0,25,25,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,340.7491,341.7994,,,,,,,,,,,,,,,,,,337.7473,340.7489,,0,26,26,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,344.8019,345.8521,,,,,,,,,,,,,,,,,,341.8003,344.8017,,0,27,27,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,348.8547,349.9046,,,,,,,,,,,,,,,,,,345.8527,348.8545,,0,28,28,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,352.9075,353.9578,,,,,,,,,,,,,,,,,,349.9053,352.9072,,0,29,29,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,356.9601,358.0107,,,,,,,,,,,,,,,,,,353.9585,356.9599,,0,30,30,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,361.0128,362.0632,,,,,,,,,,,,,,,,,,358.0114,361.0126,,0,31,31,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,365.0655,366.1161,,,,,,,,,,,,,,,,,,362.0639,365.0653,,0,32,32,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,369.1187,370.1689,,,,,,,,,,,,,,,,,,366.1167,369.1185,,0,33,33,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,373.1714,374.2214,,,,,,,,,,,,,,,,,,370.1695,373.1712,,0,34,34,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,377.2241,378.2744,,,,,,,,,,,,,,,,,,374.2222,377.2239,,0,35,35,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,381.2769,382.3273,,,,,,,,,,,,,,,,,,378.2751,381.2767,,0,36,36,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,385.3296,386.3798,,,,,,,,,,,,,,,,,,382.3279,385.3294,,0,37,37,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,389.3825,390.4326,,,,,,,,,,,,,,,,,,386.3807,389.3822,,0,38,38,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,393.4351,394.4855,,,,,,,,,,,,,,,,,,390.4337,393.4349,,0,39,39,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,397.4882,398.5385,,,,,,,,,,,,,,,,,,394.4862,397.488,,0,40,40,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,401.541,402.5912,,,,,,,,,,,,,,,,,,398.5393,401.5408,,0,41,41,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,405.5936,406.644,,,,,,,,,,,,,,,,,,402.5919,405.5933,,0,42,42,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,406.645,416.8677,space,10.1861,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,416.8678,417.9186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,420.9381,421.9879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.925,420.9379,,0,0,0,37,1,36,10,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,424.9905,426.0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421.9889,424.9902,,0,1,1,9,1,18,5,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,429.0428,430.0925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.0413,429.0425,,0,2,2,0,1,30,19,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,432.0113,433.0621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.0928,432.0111,4,0,3,3,18,1,38,19,1.908,0.0015,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,436.065,437.1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433.0628,436.0647,,0,4,4,5,1,36,16,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,440.1164,441.1678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.1153,440.1162,,0,5,5,14,1,22,18,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,444.1703,445.2205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.1686,444.1701,,0,6,6,2,1,38,11,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,448.2227,449.2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,445.2213,448.2225,,0,7,7,11,1,34,17,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,452.2758,453.326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,449.2739,452.2755,,0,8,8,24,1,32,10,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,456.3285,457.3789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,453.3267,456.3283,,0,9,9,16,1,30,5,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,460.3815,461.4316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457.3797,460.3813,,0,10,10,6,1,10,13,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,464.4341,465.4845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461.4323,464.4339,,0,11,11,17,1,26,15,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,468.4869,469.5371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,465.4853,468.4867,,0,12,12,34,1,38,17,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,472.5398,473.5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.5379,472.5396,,0,13,13,22,1,10,17,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,476.5923,477.6427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.5896,476.5921,,0,14,14,13,1,40,6,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,480.645,481.6955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477.6434,480.6447,,0,15,15,7,1,24,8,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,484.6981,485.7484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,481.6963,484.698,,0,16,16,12,1,12,12,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,488.7506,489.8012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.7491,488.7505,,0,17,17,32,1,30,13,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,492.8037,493.8538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.8021,492.8034,,0,18,18,42,1,28,8,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,496.8561,497.9067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,493.8546,496.856,,0,19,19,36,1,14,13,,,,,,,,,,,,,,,,,
,,,,,157024,001,64,m,2026-06-24_10h37.21.930,Mixed_Gamble_Task,2026.1.3,Win32,60.97560976,,,,,,,,,,,500.9094,501.9595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,497.9074,500.9092,,0,20,20,39,1,24,16,,,,,,,,,,,,,,,,,
