instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,185.232,186.281,,,,,,,,,,,,,,,,,,184.832,185.231,2,0,38,38,40,1,40,18,0.389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,186.598,187.647,,,,,,,,,,,,,,,,,,186.281,186.598,3,0,39,39,21,1,28,12,0.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,188.181,189.231,,,,,,,,,,,,,,,,,,187.648,188.181,2,0,40,40,4,1,24,12,0.523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,189.697,190.748,,,,,,,,,,,,,,,,,,189.232,189.697,1,0,41,41,26,1,16,8,0.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,191.097,192.147,,,,,,,,,,,,,,,,,,190.748,191.097,2,0,42,42,10,1,12,18,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.147,201.565,space,9.385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,201.565,202.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,203.096,204.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.62,203.096,1,0.439,,0,0,0,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,204.429,205.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.146,204.429,2,0.266,,0,1,1,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,205.896,206.945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.48,205.896,1,0.408,,0,2,2,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,207.712,208.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.947,207.712,1,0.749,,0,3,3,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,209.911,210.961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.762,209.911,3,1.141,,0,4,4,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,211.578,212.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.962,211.578,2,0.607,,0,5,5,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,215.328,216.377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.628,215.328,4,2.683,,0,6,6,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,217.144,218.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.378,217.144,3,0.75,,0,7,7,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,218.777,219.827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.195,218.777,2,0.574,,0,8,8,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,220.461,221.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.828,220.461,1,0.618,,0,9,9,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,222.144,223.193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.511,222.144,2,0.617,,0,10,10,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,224.459,225.509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.193,224.459,1,1.251,,0,11,11,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,226.276,227.327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.509,226.276,3,0.751,,0,12,12,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,227.993,229.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.331,227.993,4,0.646,,0,13,13,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,229.693,230.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.044,229.693,2,0.633,,0,14,14,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,231.309,232.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.743,231.309,1,0.552,,0,15,15,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,235.375,236.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.358,235.375,,,,0,16,16,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,237.875,238.925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.425,237.875,4,1.435,,0,17,17,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,239.441,240.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.925,239.441,3,0.504,,0,18,18,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,241.207,242.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240.491,241.207,2,0.7,,0,19,19,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,243.025,244.074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.258,243.025,4,0.76,,0,20,20,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,244.507,245.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244.074,244.507,1,0.418,,0,21,21,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,245.99,247.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.558,245.99,2,0.418,,0,22,22,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,247.457,248.507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.041,247.457,3,0.399,,0,23,23,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,249.356,250.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.507,249.356,2,0.839,,0,24,24,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,250.857,251.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.407,250.857,4,0.434,,0,25,25,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,252.54,253.589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.906,252.54,4,0.617,,0,26,26,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,253.922,254.972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.589,253.922,1,0.323,,0,27,27,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,255.355,256.405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.973,255.355,2,0.368,,0,28,28,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,256.823,257.872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.406,256.823,3,0.403,,0,29,29,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,258.256,259.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.872,258.255,1,0.366,,0,30,30,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,259.672,260.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.306,259.671,2,0.355,,0,31,31,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,261.089,262.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.726,261.089,4,0.353,,0,32,32,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,262.505,263.554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.138,262.505,3,0.353,,0,33,33,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,263.905,264.954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.555,263.905,2,0.337,,0,34,34,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,265.304,266.354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.955,265.304,1,0.334,,0,35,35,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,266.838,267.887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.355,266.838,2,0.466,,0,36,36,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,268.388,269.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.888,268.388,2,0.484,,0,37,37,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,269.804,270.854,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.438,269.804,1,0.351,,0,38,38,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,271.253,272.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,270.854,271.253,3,0.384,,0,39,39,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,272.67,273.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.304,272.67,4,0.351,,0,40,40,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,274.153,275.203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.721,274.153,4,0.418,,0,41,41,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,275.553,276.602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.204,275.553,3,0.339,,0,42,42,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.602,281.886,space,5.249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,281.886,282.935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,283.419,284.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.94,283.419,3,0.445,,0,0,0,5,1,30,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,284.902,285.952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.47,284.902,2,0.416,,0,1,1,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,287.068,288.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.953,287.068,1,1.099,,0,2,2,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,288.785,289.835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.118,288.785,2,0.653,,0,3,3,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,290.285,291.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.835,290.285,1,0.436,,0,4,4,8,1,20,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,292.101,293.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.338,292.101,4,0.755,,0,5,5,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,293.434,294.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.151,293.434,3,0.269,,0,6,6,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,294.868,295.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.484,294.868,2,0.369,,0,7,7,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,296.384,297.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.918,296.384,1,0.45,,0,8,8,19,1,22,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15628,001,23,w,2026-07-07_15h45.04.234,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,297.751,298.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.434,297.75,3,0.307,,0,9,9,40,1,20,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
