instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,167.116,168.166,,,,,,,,,,,,,,,,,,165.882,167.116,4,1.225,,0,37,37,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,169.066,170.117,,,,,,,,,,,,,,,,,,168.167,169.066,4,0.881,,0,38,38,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,171.883,172.932,,,,,,,,,,,,,,,,,,170.117,171.883,4,1.75,,0,39,39,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,173.832,174.883,,,,,,,,,,,,,,,,,,172.932,173.832,4,0.884,,0,40,40,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,177.033,178.083,,,,,,,,,,,,,,,,,,174.883,177.033,2,2.13,,0,41,41,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,180.067,181.116,,,,,,,,,,,,,,,,,,178.083,180.067,3,1.965,,0,42,42,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.117,191.984,space,10.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,191.984,193.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,194.284,195.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.035,194.284,3,1.216,,0,0,0,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,196.333,197.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.334,196.333,3,0.981,,0,1,1,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,198.233,199.283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.383,198.233,3,0.833,,0,2,2,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,200.315,201.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.283,200.315,3,1.018,,0,3,3,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,203.383,204.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.366,203.382,1,2.002,,0,4,4,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,205.883,206.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.433,205.883,4,1.429,,0,5,5,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,208.5,209.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.932,208.5,2,1.549,,0,6,6,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,210.8,211.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.55,210.8,3,1.234,,0,7,7,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,212.798,213.849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.849,212.798,3,0.935,,0,8,8,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,214.85,215.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.849,214.849,1,0.981,,0,9,9,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,217.183,218.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.9,217.183,3,1.268,,0,10,10,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,219.549,220.599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.232,219.549,3,1.304,,0,11,11,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,221.966,223.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6,221.966,3,1.351,,0,12,12,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,224.015,225.066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.015,224.015,4,0.993,,0,13,13,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,226.166,227.215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.066,226.166,3,1.084,,0,14,14,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,228.733,229.782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.215,228.733,4,1.512,,0,15,15,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,230.816,231.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.783,230.816,3,1.018,,0,16,16,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,233.499,234.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.866,233.499,2,1.612,,0,17,17,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,235.832,236.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.549,235.832,4,1.266,,0,18,18,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,237.815,238.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.881,237.815,4,0.919,,0,19,19,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,240.099,241.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.866,240.099,3,1.216,,0,20,20,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,242.198,243.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.149,242.198,1,1.035,,0,21,21,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,244.766,245.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.248,244.766,3,1.495,,0,22,22,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,246.715,247.765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.816,246.715,3,0.884,,0,23,23,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,248.966,250.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.765,248.966,3,1.19,,0,24,24,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,251.216,252.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.016,251.216,4,1.178,,0,25,25,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,253.581,254.632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.266,253.581,1,1.299,,0,26,26,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,255.532,256.582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.632,255.532,3,0.879,,0,27,27,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,257.932,258.982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.582,257.932,4,1.329,,0,28,28,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,259.965,261.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.982,259.965,3,0.969,,0,29,29,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,262.081,263.132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.015,262.081,4,1.052,,0,30,30,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,264.065,265.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.132,264.065,4,0.918,,0,31,31,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,266.031,267.081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.116,266.031,3,0.902,,0,32,32,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,268.866,269.915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267.081,268.866,3,1.762,,0,33,33,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,271.681,272.732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.916,271.681,2,1.751,,0,34,34,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,274.232,275.281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.732,274.232,4,1.482,,0,35,35,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,276.631,277.682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.281,276.631,3,1.336,,0,36,36,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,279.381,280.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.682,279.381,3,1.681,,0,37,37,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,281.982,283.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.431,281.982,4,1.528,,0,38,38,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,284.347,285.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.032,284.347,4,1.301,,0,39,39,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,286.132,287.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.398,286.132,4,0.713,,0,40,40,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,287.964,289.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287.182,287.964,3,0.761,,0,41,41,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,291.898,292.947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.015,291.898,2,2.864,,0,42,42,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.948,298.431,space,5.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,298.431,299.481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,302.499,303.548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.483,302.499,,0,0,0,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,304.514,305.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.548,304.514,4,0,1,1,7,1,38,9,0.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,306.831,307.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.565,306.831,1,0,2,2,9,1,14,15,1.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,308.898,309.948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.881,308.898,3,0,3,3,22,1,26,19,0.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,310.697,311.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.948,310.697,3,0,4,4,15,1,28,6,0.736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,313.065,314.115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.747,313.065,2,0,5,5,3,1,22,15,1.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,315.364,316.414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.115,315.364,4,0,6,6,32,1,34,5,1.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18103,001,23,w,2026-07-06_10h56.36.317,Mixed_Gamble_Task,2026.1.3,MacIntel,7.874015748,,,,,,,,,,,317.464,318.515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.415,317.464,3,0,7,7,29,1,32,16,1.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
