instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.","survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,162.729,163.763,,,,,,,,,,,,,,,,,,162.364,162.729,4,0.35,,0,37,37,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,164.496,165.53,,,,,,,,,,,,,,,,,,163.764,164.496,1,0.721,,0,38,38,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,165.93,166.963,,,,,,,,,,,,,,,,,,165.53,165.93,4,0.386,,0,39,39,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,167.331,168.363,,,,,,,,,,,,,,,,,,166.964,167.331,2,0.36,,0,40,40,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,168.697,169.73,,,,,,,,,,,,,,,,,,168.364,168.697,4,0.316,,0,41,41,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,170.097,171.13,,,,,,,,,,,,,,,,,,169.731,170.097,2,0.333,,0,42,42,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.132,174.566,space,3.418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,174.566,175.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,175.999,177.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.602,175.999,3,0.379,,0,0,0,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,177.264,178.296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.029,177.264,4,0.209,,0,1,1,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,179.164,180.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.297,179.164,4,0.836,,0,2,2,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,180.497,181.531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.197,180.497,2,0.269,,0,3,3,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,182.564,183.597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.531,182.564,4,1.007,,0,4,4,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,184.664,185.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.598,184.664,1,1.046,,0,5,5,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,185.797,186.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.698,185.797,4,0.082,,0,6,6,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,187.164,188.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.831,187.164,2,0.314,,0,7,7,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,188.798,189.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.198,188.798,3,0.587,,0,8,8,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,190.365,191.398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.831,190.365,4,0.499,,0,9,9,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,193.198,194.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.398,193.198,1,1.77,,0,10,10,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,194.665,195.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.231,194.665,3,0.409,,0,11,11,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,196.666,197.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195.698,196.665,4,0.961,,0,12,12,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,198.265,199.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.699,198.265,1,0.556,,0,13,13,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,201.565,202.598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.299,201.565,4,2.254,,0,14,14,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,202.898,203.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202.599,202.898,2,0.288,,0,15,15,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,204.231,205.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.932,204.23,4,0.275,,0,16,16,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,205.665,206.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.266,205.665,3,0.389,,0,17,17,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,207.232,208.265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.699,207.232,4,0.519,,0,18,18,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,208.466,209.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.266,208.466,1,0.182,,0,19,19,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,209.932,210.965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,209.499,209.932,4,0.424,,0,20,20,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,211.332,212.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.966,211.332,3,0.349,,0,21,21,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,212.866,213.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.366,212.866,4,0.469,,0,22,22,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,214.033,215.065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.898,214.033,1,0.101,,0,23,23,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,215.466,216.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.065,215.466,4,0.392,,0,24,24,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,216.833,217.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5,216.832,2,0.307,,0,25,25,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,218.199,219.232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.866,218.199,4,0.301,,0,26,26,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,219.866,220.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.233,219.866,4,0.6,,0,27,27,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,221.233,222.266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.9,221.233,4,0.309,,0,28,28,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,222.666,223.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.266,222.666,2,0.387,,0,29,29,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,224.066,225.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223.699,224.066,4,0.357,,0,30,30,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,225.4,226.433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.1,225.4,2,0.282,,0,31,31,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,226.466,227.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.433,226.466,4,0.004,,0,32,32,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,227.732,228.766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,227.5,227.732,3,0.224,,0,33,33,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,229.199,230.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.767,229.199,4,0.418,,0,34,34,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,231.466,232.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.233,231.466,2,1.217,,0,35,35,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,233.666,234.699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.5,233.666,4,1.132,,0,36,36,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,235.1,236.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.7,235.1,2,0.366,,0,37,37,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,236.5,237.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.133,236.5,4,0.334,,0,38,38,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,238.633,239.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.534,238.633,4,1.067,,0,39,39,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,240.067,241.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.667,240.067,3,0.374,,0,40,40,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,241.467,242.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.101,241.467,4,0.335,,0,41,41,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,242.834,243.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5,242.833,2,0.322,,0,42,42,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.868,247.067,space,3.155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,247.068,248.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,248.568,249.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248.104,248.568,3,0.434,,0,0,0,29,1,32,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,249.934,250.967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.602,249.934,4,0.324,,0,1,1,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,251.167,252.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.968,251.167,2,0.185,,0,2,2,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,252.768,253.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.201,252.768,4,0.549,,0,3,3,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,254.101,255.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,253.8,254.1,3,0.268,,0,4,4,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,255.501,256.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.135,255.501,2,0.353,,0,5,5,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,256.867,257.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.534,256.867,4,0.319,,0,6,6,16,1,34,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17089,001,20,w,2026-06-24_11h14.45.979,Mixed_Gamble_Task,2026.1.3,MacIntel,142.8571429,,,,,,,,,,,258.335,259.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.901,258.335,4,0.428,,0,7,7,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
