instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,key_resp_three.rt,key_resp_three.duration,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,262.17,263.22,,,,,,,,,,,,,,,,,,259.987,262.17,3,2.169,,0,37,37,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,264.987,266.037,,,,,,,,,,,,,,,,,,263.221,264.987,1,1.752,,0,38,38,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,268.17,269.221,,,,,,,,,,,,,,,,,,266.037,268.17,3,2.127,,0,39,39,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,270.171,271.22,,,,,,,,,,,,,,,,,,269.221,270.171,4,0.943,,0,40,40,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,272.904,273.954,,,,,,,,,,,,,,,,,,271.22,272.904,4,1.667,,0,41,41,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,276.57,277.621,,,,,,,,,,,,,,,,,,273.954,276.57,3,2.601,,0,42,42,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.621,287.204,space,9.564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,287.204,288.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,291.071,292.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.258,291.071,3,2.784,,0,0,0,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,294.521,295.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,292.121,294.521,2,2.387,,0,1,1,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,297.671,298.721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.571,297.671,3,2.083,,0,2,2,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,300.588,301.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.722,300.588,3,1.859,,0,3,3,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,302.604,303.655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.639,302.604,4,0.949,,0,4,4,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,304.488,305.538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.655,304.488,4,0.821,,0,5,5,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,307.822,308.871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.538,307.822,4,2.267,,0,6,6,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,309.739,310.788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.872,309.739,4,0.86,,0,7,7,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,311.472,312.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.789,311.472,4,0.672,,0,8,8,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,315.521,316.572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.521,315.521,3,2.995,,0,9,9,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,319.589,320.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316.572,319.589,,,,0,10,10,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,322.305,323.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.639,322.305,2,1.661,,0,11,11,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,324.856,325.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323.356,324.856,3,1.484,,0,12,12,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,327.372,328.422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.906,327.372,1,1.451,,0,13,13,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,329.589,330.639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.422,329.589,1,1.157,,0,14,14,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,333.239,334.289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.639,333.239,3,2.583,,0,15,15,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,335.973,337.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.289,335.973,3,1.667,,0,16,16,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,338.023,339.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.023,338.023,4,0.985,,0,17,17,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,340.923,341.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.073,340.923,3,1.844,,0,18,18,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,344.006,345.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.973,344.006,3,2.023,,0,19,19,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,347.323,348.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,345.056,347.323,3,2.251,,0,20,20,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,350.306,351.356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.373,350.306,3,1.919,,0,21,21,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,352.806,353.856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.357,352.806,3,1.433,,0,22,22,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,354.973,356.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.856,354.973,3,1.099,,0,23,23,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,358.923,359.973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,356.024,358.923,4,2.884,,0,24,24,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,361.023,362.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359.973,361.023,4,1.039,,0,25,25,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,362.823,363.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.073,362.823,4,0.739,,0,26,26,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,365.407,366.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.873,365.407,4,1.516,,0,27,27,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,367.623,368.673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366.456,367.623,4,1.154,,0,28,28,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,370.106,371.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.674,370.106,3,1.418,,0,29,29,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,373.174,374.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371.157,373.174,3,1.999,,0,30,30,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,375.573,376.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,374.224,375.573,3,1.34,,0,31,31,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,378.208,379.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.623,378.208,1,1.571,,0,32,32,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,380.423,381.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.257,380.423,1,1.15,,0,33,33,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,382.224,383.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381.474,382.224,1,0.738,,0,34,34,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,384.208,385.257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,383.274,384.208,1,0.916,,0,35,35,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,387.341,388.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.257,387.341,3,2.075,,0,36,36,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,389.924,390.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,388.391,389.924,3,1.516,,0,37,37,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,393.224,394.274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.974,393.224,3,2.233,,0,38,38,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,396.757,397.808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,394.274,396.757,3,2.468,,0,39,39,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,399.958,401.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397.808,399.958,3,2.132,,0,40,40,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,402.125,403.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,401.007,402.124,3,1.1,,0,41,41,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,404.491,405.541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403.174,404.491,3,1.309,,0,42,42,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405.541,407.791,space,2.234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,407.791,408.841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,411.858,412.908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.846,411.858,,0,0,0,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,414.441,415.491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,412.908,414.441,4,0,1,1,34,1,40,14,1.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,417.308,418.358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.492,417.308,2,0,2,2,4,1,16,14,1.809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,419.691,420.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.359,419.691,4,0,3,3,23,1,38,13,1.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,422.692,423.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.743,422.692,4,0,4,4,5,1,30,7,1.934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,425.208,426.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423.742,425.208,3,0,5,5,10,1,36,12,1.454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,427.158,428.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,426.26,427.158,4,0,6,6,8,1,20,5,0.881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,429.225,430.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,428.208,429.225,4,0,7,7,7,1,38,9,1.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17158,001,37,w,2026-06-23_15h53.50.045,Mixed_Gamble_Task,2026.1.3,Win32,60.0240096,,,,,,,,,,,431.592,432.642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.275,431.591,3,0,8,8,13,1,32,14,1.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
