instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,131.242,132.292,,,,,,,,,,,,,,,,,,130.409,131.242,1,0.819,,0,37,37,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,132.942,133.992,,,,,,,,,,,,,,,,,,132.292,132.942,1,0.639,,0,38,38,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,134.926,135.976,,,,,,,,,,,,,,,,,,133.993,134.926,1,0.917,,0,39,39,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,136.427,137.477,,,,,,,,,,,,,,,,,,135.976,136.427,1,0.436,,0,40,40,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,138.444,139.494,,,,,,,,,,,,,,,,,,137.477,138.444,1,0.953,,0,41,41,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,139.894,140.944,,,,,,,,,,,,,,,,,,139.494,139.894,1,0.388,,0,42,42,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.946,144.713,space,3.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,144.713,145.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,148.78,149.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.767,148.78,,0,0,0,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,151.064,152.114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.831,151.064,1,0,1,1,33,1,26,5,1.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,152.264,153.315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.115,152.264,1,0,2,2,29,1,40,20,0.135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,155.048,156.099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.315,155.048,1,0,3,3,39,1,24,16,1.718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,157.7,158.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.099,157.699,1,0,4,4,11,1,34,17,1.583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,159.116,160.167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.75,159.116,1,0,5,5,14,1,22,18,0.349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,160.217,161.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.168,160.217,1,0,6,6,15,1,16,10,0.036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,161.584,162.634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.268,161.584,1,0,7,7,4,1,14,7,0.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,162.984,164.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.634,162.984,1,0,8,8,31,1,16,12,0.336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,164.401,165.451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.035,164.401,1,0,9,9,25,1,18,11,0.355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,165.985,167.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.452,165.985,1,0,10,10,10,1,28,14,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,167.419,168.468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.036,167.419,1,0,11,11,17,1,26,15,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,169.186,170.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.469,169.186,1,0,12,12,6,1,10,13,0.705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,170.77,171.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.237,170.77,1,0,13,13,27,1,34,9,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,172.17,173.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.821,172.17,1,0,14,14,40,1,32,12,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,173.388,174.437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.221,173.387,1,0,15,15,23,1,24,6,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,174.604,175.654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174.438,174.604,1,0,16,16,41,1,18,15,0.153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,176.071,177.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.655,176.071,1,0,17,17,13,1,40,6,0.401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,177.872,178.922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.122,177.871,1,0,18,18,1,1,26,9,0.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,179.256,180.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.922,179.256,1,0,19,19,24,1,32,10,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,180.573,181.623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.306,180.573,1,0,20,20,26,1,28,18,0.251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,182.223,183.273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.624,182.223,1,0,21,21,34,1,38,17,0.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,184.357,185.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.274,184.357,1,0,22,22,20,1,14,11,1.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,185.624,186.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.408,185.624,1,0,23,23,5,1,36,16,0.201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,186.708,187.758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.675,186.708,1,0,24,24,3,1,20,15,0.014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,188.142,189.192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.758,188.142,1,0,25,25,12,1,12,12,0.368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,189.342,190.391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.192,189.342,1,0,26,26,16,1,30,5,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,190.692,191.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.392,190.692,1,0,27,27,36,1,14,13,0.285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,192.076,193.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.743,192.076,1,0,28,28,42,1,28,8,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,193.576,194.627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.126,193.576,1,0,29,29,2,1,38,11,0.434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,195.426,196.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.627,195.426,1,0,30,30,21,1,36,8,0.786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,196.811,197.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.478,196.811,1,0,31,31,32,1,30,13,0.318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,198.878,199.928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.861,198.878,1,0,32,32,7,1,24,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,200.495,201.544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199.929,200.494,1,0,33,33,35,1,20,19,0.549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,202.546,203.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.545,202.546,1,0,34,34,0,1,30,19,0.985,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,204.213,205.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.596,204.213,1,0,35,35,30,1,22,7,0.601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,206.014,207.064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205.264,206.013,1,0,36,36,9,1,18,5,0.735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,207.297,208.347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.064,207.297,1,0,37,37,22,1,10,17,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,209.647,210.698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.348,209.647,1,0,38,38,19,1,20,7,1.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,212.616,213.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.699,212.616,1,0,39,39,38,1,10,5,1.901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,214.166,215.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.666,214.166,1,0,40,40,37,1,36,10,0.484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,215.6,216.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.217,215.6,1,0,41,41,8,1,32,20,0.367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,216.833,217.883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.65,216.833,1,0,42,42,18,1,38,19,0.168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.884,225.369,space,7.455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,225.369,226.419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,227.654,228.703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.424,227.654,1,1.198,,0,0,0,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,229.487,230.537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.704,229.487,1,0.769,,0,1,1,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,230.772,231.821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.538,230.772,1,0.218,,0,2,2,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,232.255,233.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.821,232.255,1,0.419,,0,3,3,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,233.838,234.888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.305,233.838,1,0.517,,0,4,4,35,1,22,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,236.422,237.473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,234.888,236.422,1,1.517,,0,5,5,23,1,38,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,237.706,238.756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.473,237.706,1,0.219,,0,6,6,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,15634,001,25,w,2026-06-24_19h14.51.983,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,238.973,240.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238.757,238.973,1,0.201,,0,7,7,13,1,32,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
