instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,124.7374,125.7872,,,,,,,,,,,,,,,,,,123.1215,124.7374,3,1.6037,,0,1,1,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,127.6876,128.7374,,,,,,,,,,,,,,,,,,125.7877,127.6875,1,1.8823,,0,2,2,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,131.121,132.1709,,,,,,,,,,,,,,,,,,128.7378,131.121,4,2.3671,,0,3,3,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,133.7206,134.77,,,,,,,,,,,,,,,,,,132.1714,133.7206,1,1.5362,,0,4,4,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,136.1876,137.2378,,,,,,,,,,,,,,,,,,134.7705,136.1875,2,1.4051,,0,5,5,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,139.4048,140.4542,,,,,,,,,,,,,,,,,,137.2384,139.4048,2,2.1496,,0,6,6,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,142.4881,143.5379,,,,,,,,,,,,,,,,,,140.4545,142.488,4,2.0165,,0,7,7,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,146.5537,147.6046,,,,,,,,,,,,,,,,,,143.5385,146.5536,,,,0,8,8,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,150.6211,151.6704,,,,,,,,,,,,,,,,,,147.6052,150.621,,,,0,9,9,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,154.455,155.5051,,,,,,,,,,,,,,,,,,151.6709,154.455,4,2.7725,,0,10,10,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,158.522,159.571,,,,,,,,,,,,,,,,,,155.5058,158.522,,,,0,11,11,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,160.9385,161.989,,,,,,,,,,,,,,,,,,159.5714,160.9385,4,1.3499,,0,12,12,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,163.2552,164.3051,,,,,,,,,,,,,,,,,,161.9894,163.2551,4,1.2491,,0,13,13,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,166.2388,167.2885,,,,,,,,,,,,,,,,,,164.3055,166.2386,4,1.9204,,0,14,14,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,169.0722,170.1219,,,,,,,,,,,,,,,,,,167.2888,169.072,2,1.7649,,0,15,15,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,172.0723,173.1222,,,,,,,,,,,,,,,,,,170.1222,172.0723,3,1.9395,,0,16,16,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,174.5556,175.6055,,,,,,,,,,,,,,,,,,173.1226,174.5555,1,1.42,,0,17,17,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,176.9052,177.9556,,,,,,,,,,,,,,,,,,175.6062,176.9051,1,1.2815,,0,18,18,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,179.6892,180.7389,,,,,,,,,,,,,,,,,,177.9565,179.6891,4,1.7141,,0,19,19,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,182.956,184.0047,,,,,,,,,,,,,,,,,,180.7393,182.9559,1,2.1989,,0,20,20,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,185.856,186.9057,,,,,,,,,,,,,,,,,,184.005,185.856,2,1.8338,,0,21,21,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,189.9229,190.9727,,,,,,,,,,,,,,,,,,186.9062,189.9229,,,,0,22,22,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,192.6563,193.7062,,,,,,,,,,,,,,,,,,190.9733,192.6562,4,1.6703,,0,23,23,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,196.7232,197.7729,,,,,,,,,,,,,,,,,,193.7067,196.7231,,,,0,24,24,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,199.4398,200.4896,,,,,,,,,,,,,,,,,,197.7734,199.4397,2,1.6483,,0,25,25,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,200.9396,201.9895,,,,,,,,,,,,,,,,,,200.4901,200.9396,3,0.4305,,0,26,26,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,202.2398,203.2897,,,,,,,,,,,,,,,,,,201.9898,202.2398,4,0.2337,,0,27,27,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,203.4066,204.4563,,,,,,,,,,,,,,,,,,203.2902,203.4065,3,0.099,,0,28,28,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,204.8565,205.9065,,,,,,,,,,,,,,,,,,204.4568,204.8564,2,0.3823,,0,29,29,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,206.3727,207.4231,,,,,,,,,,,,,,,,,,205.907,206.3726,3,0.449,,0,30,30,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,208.2066,209.2556,,,,,,,,,,,,,,,,,,207.4237,208.2065,4,0.766,,0,31,31,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,209.6067,210.6566,,,,,,,,,,,,,,,,,,209.2561,209.6066,3,0.3334,,0,32,32,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,211.0733,212.1232,,,,,,,,,,,,,,,,,,210.6569,211.0733,2,0.399,,0,33,33,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,212.6068,213.6566,,,,,,,,,,,,,,,,,,212.1236,212.6067,4,0.4668,,0,34,34,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,18022,001,26,w,2026-07-01_14h07.14.534,Mixed_Gamble_Task,2026.1.3,MacIntel,60.24096386,,,,,,,,,,,213.8235,214.8724,,,,,,,,,,,,,,,,,,213.657,213.8235,3,0.1495,,0,35,35,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
