instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,key_resp_two.rt,key_resp_two.duration,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,42.8834,43.9293,41.2078,42.8834,1,1.6668,,0,6,6,8,1,10,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,45.9919,47.0403,43.9298,45.9919,4,2.0499,,0,7,7,0,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,47.869,48.9154,47.0407,47.869,4,0.8192,,0,8,8,2,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,50.8002,51.8478,48.9159,50.8001,4,1.8753,,0,9,9,5,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,,,,,,,,,,,,,,,51.8481,55.8811,space,4.0154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,55.8812,56.9293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,59.9394,60.9849,,,,,,,,,,,,,,,,,,56.9319,59.9393,,0,0,0,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,62.7795,63.8253,,,,,,,,,,,,,,,,,,60.9855,62.7795,4,0,1,1,22,1,34,19,1.7848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,66.752,67.7976,,,,,,,,,,,,,,,,,,63.8258,66.752,3,0,2,2,28,1,26,13,2.917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,70.1799,71.2282,,,,,,,,,,,,,,,,,,67.7981,70.1797,2,0,3,3,0,1,20,17,2.3712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,72.9743,74.0199,,,,,,,,,,,,,,,,,,71.2285,72.9742,1,0,4,4,37,1,28,16,1.7362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,75.4158,76.4644,,,,,,,,,,,,,,,,,,74.0204,75.4158,1,0,5,5,39,1,12,10,1.3849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,78.1064,79.152,,,,,,,,,,,,,,,,,,76.4654,78.1063,1,0,6,6,36,1,18,19,1.6324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,81.1868,82.238,,,,,,,,,,,,,,,,,,79.1525,81.1868,4,0,7,7,9,1,22,5,2.0252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,84.3192,85.3673,,,,,,,,,,,,,,,,,,82.2382,84.3191,4,0,8,8,23,1,12,6,2.0701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,87.0897,88.1382,,,,,,,,,,,,,,,,,,85.3678,87.0897,1,0,9,9,10,1,12,18,1.7097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,89.2592,90.3049,,,,,,,,,,,,,,,,,,88.1386,89.2592,1,0,10,10,29,1,38,15,1.1113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,90.8565,91.9045,,,,,,,,,,,,,,,,,,90.3054,90.8565,1,0,11,11,16,1,36,14,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,94.9119,95.9577,,,,,,,,,,,,,,,,,,91.9048,94.9118,,0,12,12,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,96.7841,97.8353,,,,,,,,,,,,,,,,,,95.9582,96.7841,4,0,13,13,21,1,28,12,0.8151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,99.4648,100.5133,,,,,,,,,,,,,,,,,,97.8355,99.4647,2,0,14,14,19,1,32,18,1.6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,101.3428,102.3902,,,,,,,,,,,,,,,,,,100.5138,101.3428,3,0,15,15,11,1,30,11,0.8198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,103.0446,104.0897,,,,,,,,,,,,,,,,,,102.3903,103.0446,3,0,16,16,4,1,24,12,0.6466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,104.53,105.5787,,,,,,,,,,,,,,,,,,104.0903,104.53,2,0,17,17,17,1,10,7,0.4307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,106.0994,107.148,,,,,,,,,,,,,,,,,,105.5789,106.0994,1,0,18,18,7,1,28,10,0.514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,108.222,109.2704,,,,,,,,,,,,,,,,,,107.1482,108.222,1,0,19,19,26,1,16,8,1.0657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,110.4162,111.4648,,,,,,,,,,,,,,,,,,109.2713,110.4162,4,0,20,20,32,1,36,20,1.1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,112.3262,113.3746,,,,,,,,,,,,,,,,,,111.4653,112.3261,4,0,21,21,13,1,40,8,0.8494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,114.3212,115.3676,,,,,,,,,,,,,,,,,,113.3749,114.3211,4,0,22,22,24,1,40,16,0.9369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,116.2388,117.2843,,,,,,,,,,,,,,,,,,115.368,116.2388,1,0,23,23,27,1,30,17,0.8615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,118.0167,119.0622,,,,,,,,,,,,,,,,,,117.2849,118.0166,1,0,24,24,25,1,22,11,0.7227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,120.0782,121.1246,,,,,,,,,,,,,,,,,,119.0627,120.0782,1,0,25,25,20,1,18,9,1.0064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,122.5573,123.6039,,,,,,,,,,,,,,,,,,121.125,122.5573,1,0,26,26,38,1,34,7,1.423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,125.1457,126.1968,,,,,,,,,,,,,,,,,,123.6044,125.1457,4,0,27,27,15,1,14,5,1.5307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,127.9026,128.9514,,,,,,,,,,,,,,,,,,126.197,127.9026,2,0,28,28,1,1,14,9,1.6981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,130.4958,131.5415,,,,,,,,,,,,,,,,,,128.9518,130.4958,4,0,29,29,42,1,16,6,1.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,133.6459,134.6943,,,,,,,,,,,,,,,,,,131.5417,133.6459,2,0,30,30,8,1,34,15,2.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,136.2044,137.2498,,,,,,,,,,,,,,,,,,134.6947,136.2044,4,0,31,31,2,1,32,6,1.5001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,138.725,139.7735,,,,,,,,,,,,,,,,,,137.2502,138.7249,1,0,32,32,33,1,10,11,1.4654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,141.8284,142.8777,,,,,,,,,,,,,,,,,,139.7737,141.8284,3,0,33,33,34,1,24,14,2.048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,143.9168,144.9652,,,,,,,,,,,,,,,,,,142.8779,143.9167,3,0,34,34,31,1,14,17,1.0306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,17764,001,38,w,2026-06-28_13h14.29.755,Mixed_Gamble_Task,2026.1.3,Win32,144.9275362,,,,,,,,,,,145.5517,146.5972,,,,,,,,,,,,,,,,,,144.9655,145.5517,4,0,35,35,3,1,10,19,0.5768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
