instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,69.771,70.821,67.921,69.771,3,1.835,,0,9,9,2,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,70.825,72.438,space,1.576,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,72.438,73.487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,74.671,75.721,,,,,,,,,,,,,,,,,,73.491,74.671,1,1.151,,0,0,0,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,77.005,78.054,,,,,,,,,,,,,,,,,,75.721,77.004,1,1.265,,0,1,1,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,79.054,80.104,,,,,,,,,,,,,,,,,,78.054,79.054,4,0.981,,0,2,2,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,80.871,81.921,,,,,,,,,,,,,,,,,,80.105,80.871,4,0.748,,0,3,3,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,82.804,83.854,,,,,,,,,,,,,,,,,,81.921,82.804,1,0.865,,0,4,4,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,84.838,85.887,,,,,,,,,,,,,,,,,,83.855,84.838,1,0.969,,0,5,5,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,86.804,87.854,,,,,,,,,,,,,,,,,,85.888,86.804,4,0.898,,0,6,6,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,88.754,89.805,,,,,,,,,,,,,,,,,,87.854,88.754,2,0.891,,0,7,7,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,90.721,91.771,,,,,,,,,,,,,,,,,,89.805,90.721,1,0.897,,0,8,8,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,92.404,93.454,,,,,,,,,,,,,,,,,,91.771,92.404,4,0.619,,0,9,9,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,94.338,95.387,,,,,,,,,,,,,,,,,,93.454,94.338,4,0.867,,0,10,10,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,96.254,97.303,,,,,,,,,,,,,,,,,,95.388,96.254,3,0.858,,0,11,11,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,98.254,99.304,,,,,,,,,,,,,,,,,,97.304,98.254,2,0.933,,0,12,12,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,100.454,101.504,,,,,,,,,,,,,,,,,,99.304,100.454,3,1.139,,0,13,13,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,102.471,103.521,,,,,,,,,,,,,,,,,,101.504,102.471,1,0.953,,0,14,14,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,104.62,105.67,,,,,,,,,,,,,,,,,,103.521,104.62,1,1.083,,0,15,15,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,106.638,107.687,,,,,,,,,,,,,,,,,,105.671,106.637,2,0.951,,0,16,16,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,108.588,109.638,,,,,,,,,,,,,,,,,,107.688,108.588,2,0.882,,0,17,17,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,110.704,111.754,,,,,,,,,,,,,,,,,,109.638,110.704,2,1.051,,0,18,18,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,112.571,113.62,,,,,,,,,,,,,,,,,,111.754,112.571,1,0.801,,0,19,19,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,114.671,115.721,,,,,,,,,,,,,,,,,,113.621,114.671,3,1.034,,0,20,20,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,116.754,117.803,,,,,,,,,,,,,,,,,,115.721,116.754,2,1.017,,0,21,21,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,118.854,119.904,,,,,,,,,,,,,,,,,,117.804,118.854,2,1.033,,0,22,22,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,121.021,122.07,,,,,,,,,,,,,,,,,,119.904,121.021,2,1.099,,0,23,23,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,123.021,124.07,,,,,,,,,,,,,,,,,,122.071,123.021,1,0.932,,0,24,24,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,124.954,126.004,,,,,,,,,,,,,,,,,,124.071,124.954,2,0.867,,0,25,25,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,126.904,127.954,,,,,,,,,,,,,,,,,,126.004,126.904,3,0.886,,0,26,26,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,128.821,129.871,,,,,,,,,,,,,,,,,,127.954,128.821,4,0.857,,0,27,27,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,130.787,131.837,,,,,,,,,,,,,,,,,,129.871,130.787,3,0.902,,0,28,28,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,133.088,134.137,,,,,,,,,,,,,,,,,,131.838,133.088,2,1.232,,0,29,29,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,135.138,136.187,,,,,,,,,,,,,,,,,,134.138,135.137,2,0.982,,0,30,30,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,136.954,138.004,,,,,,,,,,,,,,,,,,136.188,136.954,3,0.752,,0,31,31,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,138.804,139.854,,,,,,,,,,,,,,,,,,138.004,138.804,1,0.789,,0,32,32,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,140.87,141.921,,,,,,,,,,,,,,,,,,139.854,140.87,3,1.004,,0,33,33,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,142.521,143.57,,,,,,,,,,,,,,,,,,141.921,142.521,3,0.588,,0,34,34,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,144.154,145.204,,,,,,,,,,,,,,,,,,143.571,144.154,4,0.565,,0,35,35,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,14404,001,24,w,2026-06-30_14h50.36.306,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,146.071,147.121,,,,,,,,,,,,,,,,,,145.204,146.07,3,0.849,,0,36,36,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
