instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,key_resp_one.rt,key_resp_one.duration,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.",survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,129.196,130.246,,,,,,,,,,,,,,,,,,128.663,129.196,3,0,37,37,31,1,14,17,0.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,130.763,131.813,,,,,,,,,,,,,,,,,,130.246,130.763,2,0,38,38,34,1,24,14,0.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,132.163,133.212,,,,,,,,,,,,,,,,,,131.814,132.163,1,0,39,39,1,1,14,9,0.335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,133.613,134.662,,,,,,,,,,,,,,,,,,133.213,133.613,2,0,40,40,14,1,26,16,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,135.213,136.263,,,,,,,,,,,,,,,,,,134.664,135.213,2,0,41,41,15,1,14,5,0.532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,136.73,137.778,,,,,,,,,,,,,,,,,,136.263,136.73,2,0,42,42,33,1,10,11,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.78,140.263,space,2.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,140.264,141.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,142.998,144.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.317,142.998,1,1.642,,0,0,0,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,144.363,145.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.047,144.363,3,0.304,,0,1,1,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,145.68,146.729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.413,145.68,2,0.254,,0,2,2,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,146.813,147.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.73,146.813,3,0.071,,0,3,3,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,147.963,149.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.863,147.963,2,0.086,,0,4,4,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,149.113,150.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.013,149.113,3,0.087,,0,5,5,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,150.98,152.029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.163,150.98,3,0.799,,0,6,6,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,152.28,153.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.03,152.279,2,0.241,,0,7,7,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,153.647,154.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.33,153.646,2,0.303,,0,8,8,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,154.93,155.979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.696,154.929,3,0.216,,0,9,9,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,156.196,157.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.98,156.196,2,0.199,,0,10,10,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,157.496,158.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.247,157.496,3,0.233,,0,11,11,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,158.78,159.829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158.547,158.779,2,0.222,,0,12,12,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,160.03,161.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.83,160.03,1,0.185,,0,13,13,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,161.279,162.329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.08,161.279,1,0.184,,0,14,14,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,162.513,163.563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.33,162.513,1,0.165,,0,15,15,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,163.63,164.679,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.563,163.63,2,0.05,,0,16,16,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,164.729,165.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164.68,164.729,2,0.034,,0,17,17,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,165.929,166.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.78,165.929,3,0.133,,0,18,18,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,167.13,168.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.98,167.13,2,0.137,,0,19,19,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,168.496,169.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.18,168.496,3,0.306,,0,20,20,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,170.013,171.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.546,170.013,2,0.45,,0,21,21,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,171.329,172.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.063,171.329,2,0.256,,0,22,22,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,172.746,173.796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.38,172.746,2,0.354,,0,23,23,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,174.113,175.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.796,174.113,2,0.299,,0,24,24,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,175.963,177.013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.163,175.963,2,0.783,,0,25,25,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,177.196,178.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177.013,177.196,1,0.166,,0,26,26,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,178.688,179.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.247,178.688,1,0.432,,0,27,27,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,180.145,181.199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.771,180.145,2,0.344,,0,28,28,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,181.891,182.946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.2,181.891,2,0.676,,0,29,29,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,183.264,184.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.947,183.263,2,0.301,,0,30,30,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,184.646,185.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.313,184.646,2,0.318,,0,31,31,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,186.03,187.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.697,186.03,2,0.316,,0,32,32,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,187.697,188.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.081,187.696,3,0.602,,0,33,33,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,189.063,190.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.747,189.063,2,0.307,,0,34,34,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,190.63,191.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.105,190.63,2,0.486,,0,35,35,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,192.197,193.246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.68,192.197,2,0.499,,0,36,36,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,193.764,194.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.247,193.764,2,0.504,,0,37,37,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,195.113,196.163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,194.814,195.113,2,0.285,,0,38,38,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,196.463,197.513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.164,196.463,3,0.283,,0,39,39,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,197.781,198.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.513,197.78,2,0.25,,0,40,40,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,199.397,200.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198.83,199.396,3,0.55,,0,41,41,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,200.497,201.546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.447,200.496,3,0.04,,0,42,42,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201.548,205.764,space,4.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,205.764,206.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,207.765,208.813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.817,207.765,3,0.916,,0,0,0,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,209.364,210.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.814,209.363,3,0.533,,0,1,1,4,1,16,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,210.947,211.996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.414,210.947,3,0.525,,0,2,2,14,1,18,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,212.63,213.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211.997,212.63,2,0.618,,0,3,3,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,214.013,215.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213.68,214.013,1,0.316,,0,4,4,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,215.547,216.596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.064,215.547,2,0.467,,0,5,5,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,216.93,217.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.597,216.93,2,0.316,,0,6,6,3,1,22,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,218.363,219.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.98,218.363,2,0.364,,0,7,7,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16735,001,23,w,2026-06-26_08h02.35.403,Mixed_Gamble_Task,2026.1.3,MacIntel,58.82352941,,,,,,,,,,,219.78,220.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.414,219.78,2,0.349,,0,8,8,32,1,34,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
