instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,68.9453,69.9957,67.5089,68.945,2,0,6,6,7,1,20,17,1.4153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,71.2138,72.2623,69.9969,71.2136,3,0,7,7,0,1,12,6,1.2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,74.0132,75.062,72.2631,74.013,4,0,8,8,2,1,24,14,1.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,76.3798,77.4218,75.0629,76.3795,4,0,9,9,4,1,36,18,1.3009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,,,,,,,,,,,,,,,77.4239,80.1721,space,2.6814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,80.1723,81.2211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,82.5062,83.5543,,,,,,,,,,,,,,,,,,81.2301,82.5059,1,1.2263,,0,0,0,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,85.1551,86.2041,,,,,,,,,,,,,,,,,,83.5557,85.1547,4,1.5816,,0,1,1,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,87.4717,88.5206,,,,,,,,,,,,,,,,,,86.2052,87.4712,3,1.2496,,0,2,2,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,89.673,90.7201,,,,,,,,,,,,,,,,,,88.5218,89.6726,2,1.1391,,0,3,3,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,91.6879,92.7367,,,,,,,,,,,,,,,,,,90.7212,91.6876,4,0.9491,,0,4,4,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,94.2541,95.3029,,,,,,,,,,,,,,,,,,92.738,94.2537,2,1.4989,,0,5,5,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,96.6535,97.7028,,,,,,,,,,,,,,,,,,95.304,96.6533,3,1.3333,,0,6,6,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,99.0034,100.053,,,,,,,,,,,,,,,,,,97.7039,99.0028,3,1.2858,,0,7,7,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,101.2271,102.269,,,,,,,,,,,,,,,,,,100.0543,101.2268,3,1.159,,0,8,8,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,103.8412,104.8853,,,,,,,,,,,,,,,,,,102.2709,103.841,3,1.5498,,0,9,9,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,106.243,107.285,,,,,,,,,,,,,,,,,,104.8873,106.2427,4,1.3339,,0,10,10,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,108.4436,109.491,,,,,,,,,,,,,,,,,,107.2871,108.4433,4,1.1346,,0,11,11,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,110.6768,111.718,,,,,,,,,,,,,,,,,,109.492,110.6764,1,1.1681,,0,12,12,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,113.3587,114.4075,,,,,,,,,,,,,,,,,,111.7204,113.3584,2,1.6178,,0,13,13,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,115.7086,116.7507,,,,,,,,,,,,,,,,,,114.4085,115.7083,3,1.2841,,0,14,14,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,118.0253,119.0734,,,,,,,,,,,,,,,,,,116.7526,118.0251,3,1.2509,,0,15,15,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,120.0859,121.1234,,,,,,,,,,,,,,,,,,119.0742,120.0852,2,0.9924,,0,16,16,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,122.5577,123.6002,,,,,,,,,,,,,,,,,,121.1242,122.5575,1,1.4175,,0,17,17,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,125.541,126.5888,,,,,,,,,,,,,,,,,,123.6024,125.5408,2,1.9178,,0,18,18,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,128.49,129.5386,,,,,,,,,,,,,,,,,,126.5895,128.4897,3,1.8838,,0,19,19,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,130.6741,131.7219,,,,,,,,,,,,,,,,,,129.5396,130.6738,2,1.1181,,0,20,20,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,132.9401,133.9882,,,,,,,,,,,,,,,,,,131.7228,132.9398,2,1.2009,,0,21,21,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,135.5728,136.6216,,,,,,,,,,,,,,,,,,133.9892,135.5725,4,1.5673,,0,22,22,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,137.8904,138.9314,,,,,,,,,,,,,,,,,,136.6224,137.89,2,1.2515,,0,23,23,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,140.6724,141.7144,,,,,,,,,,,,,,,,,,138.934,140.6721,4,1.7171,,0,24,24,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,143.089,144.1311,,,,,,,,,,,,,,,,,,141.7165,143.0888,1,1.3511,,0,25,25,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,145.8052,146.8472,,,,,,,,,,,,,,,,,,144.1334,145.805,3,1.6511,,0,26,26,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,148.1379,149.1803,,,,,,,,,,,,,,,,,,146.8496,148.1376,2,1.2671,,0,27,27,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,150.4733,151.5134,,,,,,,,,,,,,,,,,,149.1822,150.4729,2,1.2676,,0,28,28,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,152.9042,153.9468,,,,,,,,,,,,,,,,,,151.5157,152.9039,3,1.3673,,0,29,29,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,154.9211,155.9686,,,,,,,,,,,,,,,,,,153.9491,154.9209,3,0.9512,,0,30,30,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,156.9537,158.0024,,,,,,,,,,,,,,,,,,155.9695,156.9535,4,0.9675,,0,31,31,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,159.4815,160.5185,,,,,,,,,,,,,,,,,,158.0031,159.4803,1,1.4573,,0,32,32,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,161.6701,162.7182,,,,,,,,,,,,,,,,,,160.5194,161.6698,3,1.1343,,0,33,33,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,164.2314,165.2848,,,,,,,,,,,,,,,,,,162.7191,164.2311,2,1.4948,,0,34,34,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,11854,001,24,m,2026-07-01_16h46.35.368,Mixed_Gamble_Task,2026.1.3,Win32,60.24096386,,,,,,,,,,,167.2864,168.3339,,,,,,,,,,,,,,,,,,165.2857,167.2861,3,1.9842,,0,35,35,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
