instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,survey.block_1/question4.I balance my own needs with the needs of others.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,194.003,195.051,,,,,,,,,,,,,,,,,,190.978,194.003,1,2.993,,0,37,37,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,196.672,197.725,,,,,,,,,,,,,,,,,,195.051,196.672,1,1.607,,0,38,38,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,199.552,200.6,,,,,,,,,,,,,,,,,,197.725,199.552,1,1.807,,0,39,39,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,201.954,203,,,,,,,,,,,,,,,,,,200.601,201.953,1,1.332,,0,40,40,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,204.536,205.584,,,,,,,,,,,,,,,,,,203.001,204.535,2,1.511,,0,41,41,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,206.667,207.72,,,,,,,,,,,,,,,,,,205.584,206.667,2,1.067,,0,42,42,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.72,218.583,space,10.816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,218.584,219.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,221.304,222.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.619,221.304,1,1.611,,0,0,0,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,224.366,225.413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.345,224.365,2,1.989,,0,1,1,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,228.416,229.449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.414,228.415,,,,0,2,2,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,231.6,232.645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.45,231.6,2,2.123,,0,3,3,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,235.345,236.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.646,235.344,1,2.652,,0,4,4,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,238.23,239.279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.398,238.23,3,1.815,,0,5,5,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,241.032,242.078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.28,241.031,2,1.736,,0,6,6,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,244.131,245.162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.079,244.131,1,2.037,,0,7,7,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,246.763,247.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.162,246.763,4,1.58,,0,8,8,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,249.021,250.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,247.813,249.021,2,1.192,,0,9,9,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,251.363,252.412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.06,251.362,4,1.284,,0,10,10,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,254.447,255.494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.415,254.446,2,2.002,,0,11,11,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,257.296,258.345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255.495,257.295,2,1.788,,0,12,12,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,259.662,260.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258.346,259.662,4,1.299,,0,13,13,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,261.728,262.778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.712,261.728,2,1.001,,0,14,14,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,264.334,265.366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.778,264.333,2,1.539,,0,15,15,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,268.012,269.059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,265.368,268.011,1,2.61,,0,16,16,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,271.26,272.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.06,271.259,2,2.184,,0,17,17,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,274.042,275.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.309,274.042,2,1.719,,0,18,18,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,276.424,277.499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.094,276.424,3,1.309,,0,19,19,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,279.044,280.109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,277.5,279.044,1,1.51,,0,20,20,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,281.4,282.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280.113,281.4,3,1.259,,0,21,21,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,284.62,285.663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.449,284.62,2,2.137,,0,22,22,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,287.205,288.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.663,287.205,1,1.513,,0,23,23,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,290.166,291.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.241,290.165,2,1.896,,0,24,24,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,292.733,293.779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.212,292.732,4,1.5,,0,25,25,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,295.275,296.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.78,295.274,2,1.455,,0,26,26,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,298.142,299.189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.318,298.141,2,1.791,,0,27,27,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,302.157,303.187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.19,302.157,2,2.95,,0,28,28,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,304.706,305.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303.188,304.706,1,1.502,,0,29,29,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,308.462,309.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.774,308.46,1,2.659,,0,30,30,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,310.856,311.905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.505,310.856,1,1.338,,0,31,31,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,313.622,314.672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,311.905,313.621,2,1.699,,0,32,32,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,316.225,317.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.672,316.224,2,1.535,,0,33,33,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,318.416,319.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.274,318.415,2,1.128,,0,34,34,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,320.494,321.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.471,320.494,1,1.008,,0,35,35,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,324.459,325.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.529,324.459,1,2.9,,0,36,36,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,328.155,329.197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325.504,328.154,2,2.633,,0,37,37,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,330.487,331.536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329.198,330.487,1,1.27,,0,38,38,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,333.562,334.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.536,333.561,1,2.009,,0,39,39,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,336.184,337.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.62,336.184,2,1.527,,0,40,40,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,338.668,339.694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.225,338.667,2,1.396,,0,41,41,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,342.702,343.752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.694,342.702,,,,0,42,42,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.752,417.044,space,73.238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,417.044,418.093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,419.161,420.207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.101,419.16,2,1.002,,0,0,0,24,1,20,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,421.096,422.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.209,421.096,1,0.874,,0,1,1,9,1,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,424.093,425.142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,422.127,424.093,3,1.946,,0,2,2,15,1,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,426.684,427.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.143,426.684,3,1.525,,0,3,3,2,1,40,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,429.476,430.535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,427.73,429.476,2,1.727,,0,4,4,1,1,12,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,431.596,432.641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.535,431.595,1,1.024,,0,5,5,17,1,12,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,434.72,435.749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,432.641,434.719,2,2.046,,0,6,6,7,1,38,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,436.775,437.842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435.749,436.775,1,0.997,,0,7,7,36,1,16,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,9208,001,22,d,2026-07-03_11h49.13.138,Mixed_Gamble_Task,2026.1.3,Win32,20.0080032,,,,,,,,,,,439.808,440.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437.843,439.808,3,1.944,,0,8,8,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
