instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I take good care of myself.,survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I take good care of myself.,"survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.",survey.block_1/question3.I advocate for my own needs.,survey.block_1/question3.I balance my own needs with the needs of others.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I have a lot of self-care.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question4.I have healthy boundaries.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I advocate for my own needs.,"survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.","survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question4.I take good care of myself.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,212.11,213.15,,,,,,,,,,,,,,,,,,210.485,212.11,2,1.611,,0,37,37,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,214.874,215.916,,,,,,,,,,,,,,,,,,213.151,214.874,2,1.709,,0,38,38,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,216.992,218.032,,,,,,,,,,,,,,,,,,215.917,216.992,4,1.062,,0,39,39,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,219.106,220.148,,,,,,,,,,,,,,,,,,218.033,219.106,4,1.059,,0,40,40,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,221.906,222.947,,,,,,,,,,,,,,,,,,220.149,221.906,4,1.744,,0,41,41,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,223.939,224.98,,,,,,,,,,,,,,,,,,222.948,223.939,4,0.978,,0,42,42,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.982,242.934,space,17.932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,242.934,243.974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,245.85,246.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.98,245.85,1,1.84,,0,0,0,41,1,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,248.732,249.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246.89,248.732,2,1.829,,0,1,1,8,1,32,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,251.379,252.421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.773,251.379,1,1.594,,0,2,2,31,1,16,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,253.662,254.704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.421,253.662,1,1.228,,0,3,3,6,1,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,256.279,257.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.704,256.279,1,1.563,,0,4,4,16,1,30,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,258.844,259.885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.32,258.844,2,1.511,,0,5,5,0,1,30,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,262.902,263.951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259.886,262.902,,,,0,6,6,23,1,24,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,265.758,266.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.952,265.758,3,1.794,,0,7,7,2,1,38,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,268.041,269.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.8,268.041,2,1.229,,0,8,8,24,1,32,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,271.124,272.165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.083,271.124,2,2.03,,0,9,9,34,1,38,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,273.455,274.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,272.165,273.455,2,1.277,,0,10,10,20,1,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,275.707,276.747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,274.498,275.707,3,1.197,,0,11,11,5,1,36,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,278.47,279.512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.748,278.47,3,1.71,,0,12,12,19,1,20,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,280.97,282.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279.513,280.97,2,1.445,,0,13,13,9,1,18,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,283.253,284.295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.012,283.252,3,1.228,,0,14,14,21,1,36,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,285.302,286.344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.295,285.302,2,0.994,,0,15,15,4,1,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,287.268,288.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.344,287.268,2,0.913,,0,16,16,39,1,24,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,289.833,290.876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.311,289.833,2,1.51,,0,17,17,17,1,26,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,292.266,293.308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,290.876,292.266,3,1.377,,0,18,18,32,1,30,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,294.517,295.558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293.309,294.517,3,1.195,,0,19,19,11,1,34,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,297.831,298.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.558,297.831,2,2.26,,0,20,20,29,1,40,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,300.532,301.573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298.873,300.532,1,1.647,,0,21,21,28,1,12,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,304.33,305.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.573,304.33,2,2.745,,0,22,22,26,1,28,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,306.88,307.921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,305.372,306.88,3,1.495,,0,23,23,27,1,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,309.229,310.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.921,309.229,1,1.294,,0,24,24,25,1,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,311.824,312.869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.27,311.824,1,1.544,,0,25,25,12,1,12,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,314.143,315.185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312.87,314.143,1,1.26,,0,26,26,38,1,10,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,316.226,317.268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315.185,316.226,3,1.028,,0,27,27,40,1,32,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,318.759,319.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317.268,318.759,1,1.477,,0,28,28,14,1,22,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,320.891,321.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.8,320.891,4,1.078,,0,29,29,13,1,40,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,323.007,324.049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,321.933,323.007,2,1.061,,0,30,30,15,1,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,325.188,326.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.05,325.188,1,1.127,,0,31,31,35,1,20,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,327.355,328.397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,326.231,327.355,1,1.11,,0,32,32,22,1,10,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,329.54,330.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.398,329.54,3,1.128,,0,33,33,42,1,28,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,331.738,332.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,330.581,331.738,3,1.145,,0,34,34,1,1,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,333.804,334.845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.78,333.804,2,1.01,,0,35,35,10,1,28,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,335.771,336.812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334.846,335.771,2,0.913,,0,36,36,7,1,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,338.718,339.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.812,338.717,3,1.893,,0,37,37,37,1,36,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,340.668,341.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339.761,340.668,3,0.895,,0,38,38,30,1,22,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,343.384,344.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.71,343.384,1,1.661,,0,39,39,3,1,20,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,346.05,347.091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.426,346.05,3,1.614,,0,40,40,33,1,26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,349,350.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,347.092,349,2,1.896,,0,41,41,36,1,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,351.497,352.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.042,351.497,3,1.443,,0,42,42,18,1,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.54,374.042,space,21.483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,374.042,375.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,376.441,377.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375.087,376.441,3,1.326,,0,0,0,39,1,38,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,378.822,379.865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.483,378.822,1,1.327,,0,1,1,20,1,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,381.289,382.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379.865,381.289,4,1.412,,0,2,2,18,1,40,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,384.022,385.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,382.331,384.022,1,1.679,,0,3,3,25,1,14,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,386.269,387.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385.063,386.269,4,1.194,,0,4,4,34,1,40,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,388.554,389.595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387.313,388.554,3,1.229,,0,5,5,21,1,30,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,390.82,391.861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389.595,390.82,3,1.213,,0,6,6,41,1,36,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,12298,001,20,m,2026-06-28_13h37.45.368,Mixed_Gamble_Task,2026.1.3,MacIntel,55.55555556,,,,,,,,,,,393.069,394.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,391.861,393.069,2,1.195,,0,7,7,37,1,30,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
