instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.","survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question1.I take good care of myself.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I prioritize my own personal projects over the demands of others.,survey.block_1/question4.I take good care of myself.,"survey.block_1/question4.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.","survey.block_1/question4.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question4.Even though I give a lot to others, I know when to recharge.",survey.block_1/question4.I advocate for my own needs.,survey.block_1/question4.I have a lot of self-care.,"survey.block_1/question4.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question4.I balance my own needs with the needs of others.,survey.block_1/question4.I have healthy boundaries.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,88.19,89.223,86.491,88.19,3,0,8,8,4,1,36,18,1.674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,89.257,90.29,89.224,89.257,4,0,9,9,5,1,20,10,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,,,,,,,,,,,,,,,90.296,117.324,space,26.976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,117.324,118.357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,118.824,119.857,,,,,,,,,,,,,,,,,,118.361,118.824,4,0.434,,0,0,0,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,120.19,121.223,,,,,,,,,,,,,,,,,,119.858,120.19,4,0.298,,0,1,1,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,122.258,123.29,,,,,,,,,,,,,,,,,,121.224,122.258,4,1.027,,0,2,2,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,126.323,127.357,,,,,,,,,,,,,,,,,,123.29,126.323,,,,0,3,3,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,128.924,129.957,,,,,,,,,,,,,,,,,,127.357,128.924,4,1.552,,0,4,4,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,130.89,131.923,,,,,,,,,,,,,,,,,,129.957,130.89,4,0.916,,0,5,5,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,132.924,133.957,,,,,,,,,,,,,,,,,,131.924,132.923,4,0.981,,0,6,6,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,134.857,135.89,,,,,,,,,,,,,,,,,,133.957,134.857,4,0.88,,0,7,7,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,136.69,137.723,,,,,,,,,,,,,,,,,,135.89,136.69,3,0.783,,0,8,8,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,138.757,139.79,,,,,,,,,,,,,,,,,,137.724,138.757,3,1.016,,0,9,9,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,140.99,142.023,,,,,,,,,,,,,,,,,,139.79,140.99,3,1.187,,0,10,10,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,143.324,144.357,,,,,,,,,,,,,,,,,,142.024,143.324,3,1.274,,0,11,11,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,145.09,146.123,,,,,,,,,,,,,,,,,,144.357,145.09,4,0.702,,0,12,12,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,147.257,148.29,,,,,,,,,,,,,,,,,,146.124,147.257,3,1.117,,0,13,13,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,149.19,150.223,,,,,,,,,,,,,,,,,,148.29,149.19,4,0.865,,0,14,14,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,151.424,152.456,,,,,,,,,,,,,,,,,,150.223,151.423,4,1.183,,0,15,15,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,153.29,154.323,,,,,,,,,,,,,,,,,,152.457,153.29,4,0.824,,0,16,16,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,155.457,156.49,,,,,,,,,,,,,,,,,,154.324,155.457,4,1.099,,0,17,17,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,157.89,158.923,,,,,,,,,,,,,,,,,,156.49,157.89,1,1.389,,0,18,18,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,159.99,161.023,,,,,,,,,,,,,,,,,,158.923,159.99,4,1.048,,0,19,19,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,162.189,163.223,,,,,,,,,,,,,,,,,,161.024,162.189,4,1.137,,0,20,20,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,164.357,165.39,,,,,,,,,,,,,,,,,,163.224,164.357,1,1.106,,0,21,21,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,166.39,167.423,,,,,,,,,,,,,,,,,,165.39,166.39,4,0.974,,0,22,22,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,168.59,169.623,,,,,,,,,,,,,,,,,,167.424,168.59,1,1.154,,0,23,23,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,170.69,171.723,,,,,,,,,,,,,,,,,,169.623,170.69,4,1.051,,0,24,24,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,172.757,173.79,,,,,,,,,,,,,,,,,,171.723,172.757,4,1.005,,0,25,25,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,175.19,176.223,,,,,,,,,,,,,,,,,,173.79,175.19,4,1.384,,0,26,26,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,177.523,178.556,,,,,,,,,,,,,,,,,,176.224,177.523,3,1.275,,0,27,27,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,179.956,180.99,,,,,,,,,,,,,,,,,,178.557,179.956,4,1.392,,0,28,28,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,182.39,183.423,,,,,,,,,,,,,,,,,,180.99,182.39,2,1.392,,0,29,29,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,184.623,185.656,,,,,,,,,,,,,,,,,,183.423,184.623,4,1.166,,0,30,30,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,186.99,188.023,,,,,,,,,,,,,,,,,,185.657,186.99,1,1.316,,0,31,31,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,188.99,190.023,,,,,,,,,,,,,,,,,,188.023,188.99,4,0.94,,0,32,32,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,191.457,192.489,,,,,,,,,,,,,,,,,,190.023,191.457,3,1.426,,0,33,33,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,193.69,194.722,,,,,,,,,,,,,,,,,,192.49,193.69,1,1.175,,0,34,34,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,195.857,196.889,,,,,,,,,,,,,,,,,,194.723,195.857,2,1.128,,0,35,35,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,16234,001,19,w,2026-07-03_22h13.52.889,Mixed_Gamble_Task,2026.1.3,MacIntel,29.41176471,,,,,,,,,,,197.856,198.889,,,,,,,,,,,,,,,,,,196.89,197.856,3,0.954,,0,36,36,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
