instruction.started,instruction.stopped,key_resp.keys,key_resp.rt,key_resp.duration,participant,session,Alter,"Geschlecht (m, w, d)",date,expName,psychopyVersion,OS,frameRate,task_description.started,task_description.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,practice.started,practice.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,fixation.started,fixation.stopped,trial.started,trial.stopped,key_resp_5.keys,gamble_reps.thisRepN,gamble_reps.thisTrialN,gamble_reps.thisN,gamble_reps.thisIndex,gamble_reps.ran,gain_practice,loss_practice,key_resp_5.rt,key_resp_5.duration,trial_end.started,trial_end.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,teil_eins.started,teil_eins.stopped,key_resp_one.keys,key_resp_one.rt,key_resp_one.duration,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,gain1,loss1,pause1.started,pause1.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,teil_zwei.started,teil_zwei.stopped,key_resp_two.keys,key_resp_two.rt,key_resp_two.duration,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,gain2,loss2,pause2.started,pause2.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,teil_drei.started,teil_drei.stopped,key_resp_three.keys,key_resp_three.rt,key_resp_three.duration,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran,gain3,loss3,transition.started,transition.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,survey.block_1/question1.I have healthy boundaries.,survey.block_1/question1.I have a lot of self-care.,"survey.block_1/question1.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question1.I balance my own needs with the needs of others.,survey.block_1/question1.I advocate for my own needs.,"survey.block_1/question1.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question1.Even though I give a lot to others, I know when to recharge.",survey.block_1/question1.I take good care of myself.,"survey.block_1/question1.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question1.I prioritize my own personal projects over the demands of others.,survey.block_1/question3.I have healthy boundaries.,survey.block_1/question3.I have a lot of self-care.,"survey.block_1/question3.I have a healthy dose of self-respect, and don’t let people take advantage of me.",survey.block_1/question3.I balance my own needs with the needs of others.,survey.block_1/question3.I advocate for my own needs.,"survey.block_1/question3.I have a healthy form of selfishness (e.g., meditation, eating healthy, exercising, etc.) that doesn’t hurt others, but brings me greater happiness.","survey.block_1/question3.Even though I give a lot to others, I know when to recharge.","survey.block_1/question3.I give myself permission to enjoy myself, even if it doesn’t necessarily help others.",survey.block_1/question3.I take good care of myself.,survey.block_1/question3.I prioritize my own personal projects over the demands of others.,end.started,end.stopped,key_resp_9.keys,key_resp_9.rt,key_resp_9.duration
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,69.863,70.91,68.499,69.862,3,0,9,9,2,1,24,14,1.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,,,,,,,,,,,,,,,70.911,74.171,space,3.248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,74.171,75.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,76.984,78.032,,,,,,,,,,,,,,,,,,75.221,76.984,4,1.745,,0,0,0,28,1,26,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,78.983,80.032,,,,,,,,,,,,,,,,,,78.032,78.983,4,0.947,,0,1,1,22,1,34,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,81.645,82.692,,,,,,,,,,,,,,,,,,80.032,81.645,3,1.605,,0,2,2,14,1,26,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,83.717,84.766,,,,,,,,,,,,,,,,,,82.692,83.717,3,1.022,,0,3,3,34,1,24,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,86.221,87.268,,,,,,,,,,,,,,,,,,84.766,86.22,3,1.451,,0,4,4,27,1,30,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,88.663,89.711,,,,,,,,,,,,,,,,,,87.269,88.663,3,1.391,,0,5,5,20,1,18,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,90.736,91.784,,,,,,,,,,,,,,,,,,89.711,90.736,3,1.018,,0,6,6,16,1,36,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,94.039,95.086,,,,,,,,,,,,,,,,,,91.784,94.039,2,2.247,,0,7,7,36,1,18,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,95.778,96.827,,,,,,,,,,,,,,,,,,95.087,95.778,2,0.688,,0,8,8,0,1,20,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,98.493,99.542,,,,,,,,,,,,,,,,,,96.827,98.493,3,1.664,,0,9,9,15,1,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,100.59,101.638,,,,,,,,,,,,,,,,,,99.542,100.59,4,1.042,,0,10,10,24,1,40,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,102.651,103.699,,,,,,,,,,,,,,,,,,101.638,102.651,3,1.01,,0,11,11,11,1,30,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,105.754,106.802,,,,,,,,,,,,,,,,,,103.699,105.754,2,2.05,,0,12,12,31,1,14,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,108.421,109.469,,,,,,,,,,,,,,,,,,106.802,108.421,2,1.615,,0,13,13,10,1,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,111.621,112.668,,,,,,,,,,,,,,,,,,109.469,111.621,2,2.145,,0,14,14,17,1,10,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,113.96,115.008,,,,,,,,,,,,,,,,,,112.669,113.96,1,1.287,,0,15,15,6,1,16,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,116.13,117.178,,,,,,,,,,,,,,,,,,115.008,116.13,3,1.116,,0,16,16,40,1,40,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,119.9,120.948,,,,,,,,,,,,,,,,,,117.178,119.9,3,2.717,,0,17,17,37,1,28,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,122.421,123.469,,,,,,,,,,,,,,,,,,120.949,122.421,3,1.47,,0,18,18,42,1,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,125.136,126.185,,,,,,,,,,,,,,,,,,123.469,125.136,3,1.661,,0,19,19,2,1,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,128.718,129.766,,,,,,,,,,,,,,,,,,126.185,128.718,4,2.527,,0,20,20,32,1,36,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,132.046,133.094,,,,,,,,,,,,,,,,,,129.766,132.046,2,2.277,,0,21,21,3,1,10,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,134.312,135.36,,,,,,,,,,,,,,,,,,133.094,134.312,3,1.213,,0,22,22,4,1,24,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,136.379,137.427,,,,,,,,,,,,,,,,,,135.361,136.379,3,1.011,,0,23,23,21,1,28,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,138.621,139.669,,,,,,,,,,,,,,,,,,137.427,138.621,4,1.191,,0,24,24,35,1,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,140.815,141.864,,,,,,,,,,,,,,,,,,139.67,140.815,3,1.141,,0,25,25,30,1,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,142.779,143.827,,,,,,,,,,,,,,,,,,141.864,142.779,4,0.91,,0,26,26,29,1,38,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,145.779,146.828,,,,,,,,,,,,,,,,,,143.828,145.779,4,1.949,,0,27,27,7,1,28,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,147.725,148.773,,,,,,,,,,,,,,,,,,146.828,147.725,4,0.892,,0,28,28,13,1,40,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,151.118,152.167,,,,,,,,,,,,,,,,,,148.773,151.118,3,2.342,,0,29,29,25,1,22,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,155.174,156.222,,,,,,,,,,,,,,,,,,152.168,155.173,,,,0,30,30,18,1,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,156.985,158.033,,,,,,,,,,,,,,,,,,156.222,156.985,4,0.758,,0,31,31,38,1,34,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,160.01,161.058,,,,,,,,,,,,,,,,,,158.033,160.009,2,1.972,,0,32,32,23,1,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,162.913,163.961,,,,,,,,,,,,,,,,,,161.058,162.913,1,1.849,,0,33,33,12,1,18,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,165.034,166.082,,,,,,,,,,,,,,,,,,163.961,165.034,3,1.069,,0,34,34,8,1,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,168.1,169.149,,,,,,,,,,,,,,,,,,166.083,168.1,3,2.013,,0,35,35,26,1,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,170.204,171.252,,,,,,,,,,,,,,,,,,169.15,170.204,3,1.051,,0,36,36,41,1,22,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,173.259,174.307,,,,,,,,,,,,,,,,,,171.252,173.258,2,2.003,,0,37,37,33,1,10,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,175.973,177.021,,,,,,,,,,,,,,,,,,174.307,175.973,3,1.662,,0,38,38,1,1,14,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,178.156,179.204,,,,,,,,,,,,,,,,,,177.022,178.156,3,1.128,,0,39,39,39,1,12,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,180.319,181.367,,,,,,,,,,,,,,,,,,179.204,180.319,4,1.108,,0,40,40,5,1,38,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,182.307,183.355,,,,,,,,,,,,,,,,,,181.368,182.307,4,0.935,,0,41,41,19,1,32,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,13249,001,32,w,2026-06-26_19h23.17.242,Mixed_Gamble_Task,2026.1.3,Win32,165.0165017,,,,,,,,,,,184.072,185.119,,,,,,,,,,,,,,,,,,183.356,184.071,4,0.71,,0,42,42,9,1,22,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
